"County","Date","Active_Cases_Cumulative","Active_Cases_Cumulative_NA","Active_Cases_Daily"
"Bastrop",2020-07-03,142,142,-153
"Bastrop",2020-07-04,150,150,8
"Bastrop",2020-07-05,148,148,-2
"Bastrop",2020-07-06,181,181,33
"Bastrop",2020-07-07,176,176,-5
"Bastrop",2020-07-08,268,268,92
"Bastrop",2020-07-09,297,297,29
"Bastrop",2020-07-10,310,310,13
"Bastrop",2020-07-11,336,336,26
"Bastrop",2020-07-12,339,339,3
"Bastrop",2020-07-13,321,321,-18
"Bastrop",2020-07-14,632,632,311
"Bastrop",2020-07-15,440,440,-192
"Bastrop",2020-07-16,446,446,6
"Bastrop",2020-07-17,521,521,75
"Bastrop",2020-07-18,783,783,262
"Bastrop",2020-07-19,553,553,-230
"Bastrop",2020-07-20,541,541,-12
"Bastrop",2020-07-21,554,554,13
"Bastrop",2020-07-22,487,487,-67
"Bastrop",2020-07-23,510,510,23
"Bastrop",2020-07-24,513,513,3
"Bastrop",2020-07-25,532,532,19
"Bastrop",2020-07-26,521,521,-11
"Bastrop",2020-07-27,523,523,2
"Bastrop",2020-07-28,541,541,18
"Bastrop",2020-07-29,494,494,-47
"Bastrop",2020-07-30,484,484,-10
"Bastrop",2020-07-31,432,432,-52
"Bastrop",2020-08-01,439,439,7
"Bastrop",2020-08-02,399,399,-40
"Bastrop",2020-08-03,370,370,-29
"Bastrop",2020-08-04,370,370,0
"Bastrop",2020-08-05,365,365,-5
"Bastrop",2020-08-06,353,353,-12
"Bastrop",2020-08-07,1172,1172,819
"Bastrop",2020-08-08,1180,1180,8
"Bastrop",2020-08-09,277,277,-903
"Bastrop",2020-08-10,271,271,-6
"Bastrop",2020-08-11,216,216,-55
"Bastrop",2020-08-12,220,220,4
"Bastrop",2020-08-13,234,234,14
"Bastrop",2020-08-14,236,236,2
"Bastrop",2020-08-15,232,232,-4
"Bastrop",2020-08-16,233,233,1
"Bastrop",2020-08-17,233,233,0
"Bastrop",2020-08-18,231,231,-2
"Bastrop",2020-08-19,231,231,0
"Bastrop",2020-08-20,219,219,-12
"Bastrop",2020-08-21,220,220,1
"Bastrop",2020-08-22,221,221,1
"Bastrop",2020-08-23,224,224,3
"Bastrop",2020-08-24,216,216,-8
"Bastrop",2020-08-25,208,208,-8
"Bastrop",2020-08-26,206,206,-2
"Bastrop",2020-08-27,202,202,-4
"Bastrop",2020-08-28,194,194,-8
"Bastrop",2020-08-29,172,172,-22
"Bastrop",2020-08-30,162,162,-10
"Bastrop",2020-08-31,162,162,0
"Bastrop",2020-09-01,162,162,0
"Bastrop",2020-09-02,164,164,2
"Bastrop",2020-09-03,154,154,-10
"Bastrop",2020-09-04,161,161,7
"Bastrop",2020-09-05,158,158,-3
"Bastrop",2020-09-06,149,149,-9
"Bastrop",2020-09-07,139,139,-10
"Bastrop",2020-09-08,139,139,0
"Bastrop",2020-09-09,145,145,6
"Bastrop",2020-09-10,149,149,4
"Bastrop",2020-09-11,149,149,0
"Bastrop",2020-09-12,142,142,-7
"Bastrop",2020-09-13,152,152,10
"Bastrop",2020-09-14,148,148,-4
"Bastrop",2020-09-15,147,147,-1
"Bastrop",2020-09-16,142,142,-5
"Bastrop",2020-09-17,155,155,13
"Bastrop",2020-09-18,179,179,24
"Bastrop",2020-09-19,191,191,12
"Bastrop",2020-09-20,184,184,-7
"Bastrop",2020-09-21,183,183,-1
"Bastrop",2020-09-22,191,191,8
"Bastrop",2020-09-23,197,197,6
"Bastrop",2020-09-24,189,189,-8
"Bastrop",2020-09-25,173,173,-16
"Bastrop",2020-09-26,173,173,0
"Bastrop",2020-09-27,161,161,-12
"Bastrop",2020-09-28,152,152,-9
"Bastrop",2020-09-29,164,164,12
"Bastrop",2020-09-30,178,178,14
"Bastrop",2020-10-01,174,174,-4
"Bastrop",2020-10-02,155,155,-19
"Bastrop",2020-10-03,137,137,-18
"Bastrop",2020-10-04,115,115,-22
"Bastrop",2020-10-05,112,112,-3
"Bastrop",2020-10-06,119,119,7
"Bastrop",2020-10-07,113,113,-6
"Bastrop",2020-10-08,110,110,-3
"Bastrop",2020-10-09,114,114,4
"Bastrop",2020-10-10,118,118,4
"Bastrop",2020-10-11,118,118,0
"Bastrop",2020-10-12,116,116,-2
"Bastrop",2020-10-13,117,117,1
"Bastrop",2020-10-14,118,118,1
"Bastrop",2020-10-15,112,112,-6
"Bastrop",2020-10-16,118,118,6
"Bastrop",2020-10-17,122,122,4
"Bastrop",2020-10-18,115,115,-7
"Bastrop",2020-10-19,112,112,-3
"Bastrop",2020-10-20,108,108,-4
"Bastrop",2020-10-21,98,98,-10
"Bastrop",2020-10-22,112,112,14
"Bastrop",2020-10-23,117,117,5
"Bastrop",2020-10-24,106,106,-11
"Bastrop",2020-10-25,113,113,7
"Bastrop",2020-10-26,111,111,-2
"Bastrop",2020-10-27,115,115,4
"Bastrop",2020-10-28,118,118,3
"Bastrop",2020-10-29,112,112,-6
"Bastrop",2020-10-30,105,105,-7
"Bastrop",2020-10-31,107,107,2
"Bastrop",2020-11-01,100,100,-7
"Bastrop",2020-11-02,96,96,-4
"Bastrop",2020-11-03,106,106,10
"Bastrop",2020-11-04,121,121,15
"Bastrop",2020-11-05,125,125,4
"Bastrop",2020-11-06,107,107,-18
"Bastrop",2020-11-07,105,105,-2
"Bastrop",2020-11-08,108,108,3
"Bastrop",2020-11-09,105,105,-3
"Bastrop",2020-11-10,114,114,9
"Bastrop",2020-11-11,123,123,9
"Bastrop",2020-11-12,121,121,-2
"Bastrop",2020-11-13,129,129,8
"Bastrop",2020-11-14,135,135,6
"Bastrop",2020-11-15,127,127,-8
"Bastrop",2020-11-16,124,124,-3
"Bastrop",2020-11-17,136,136,12
"Bastrop",2020-11-18,150,150,14
"Bastrop",2020-11-19,155,155,5
"Bastrop",2020-11-20,161,161,6
"Bastrop",2020-11-21,175,175,14
"Bastrop",2020-11-22,174,174,-1
"Bastrop",2020-11-23,169,169,-5
"Bastrop",2020-11-24,182,182,13
"Bastrop",2020-11-25,197,197,15
"Bastrop",2020-11-26,193,193,-4
"Bastrop",2020-11-27,188,188,-5
"Bastrop",2020-11-28,180,180,-8
"Bastrop",2020-11-29,171,171,-9
"Bastrop",2020-11-30,170,170,-1
"Bastrop",2020-12-01,265,265,95
"Bastrop",2020-12-02,282,282,17
"Bastrop",2020-12-03,270,270,-12
"Bastrop",2020-12-04,271,271,1
"Bastrop",2020-12-05,354,354,83
"Bastrop",2020-12-06,344,344,-10
"Bastrop",2020-12-07,341,341,-3
"Bastrop",2020-12-08,345,345,4
"Bastrop",2020-12-09,355,355,10
"Bastrop",2020-12-10,352,352,-3
"Baylor",2020-04-07,0,0,0
"Baylor",2020-04-08,0,0,0
"Baylor",2020-04-09,0,0,0
"Baylor",2020-04-10,0,0,0
"Baylor",2020-04-11,0,0,0
"Baylor",2020-04-12,0,0,0
"Baylor",2020-04-13,0,0,0
"Baylor",2020-04-14,0,0,0
"Baylor",2020-04-15,0,0,0
"Baylor",2020-04-16,0,0,0
"Baylor",2020-04-17,0,0,0
"Baylor",2020-04-18,0,0,0
"Baylor",2020-04-19,0,0,0
"Baylor",2020-04-20,0,0,0
"Baylor",2020-04-21,0,0,0
"Baylor",2020-04-22,0,0,0
"Baylor",2020-04-23,0,0,0
"Baylor",2020-04-24,0,0,0
"Baylor",2020-04-25,0,0,0
"Baylor",2020-04-26,0,0,0
"Baylor",2020-04-27,0,0,0
"Baylor",2020-04-28,0,0,0
"Baylor",2020-04-29,0,0,0
"Baylor",2020-04-30,0,0,0
"Baylor",2020-05-01,0,0,0
"Baylor",2020-05-02,0,0,0
"Baylor",2020-05-03,0,0,0
"Baylor",2020-05-04,0,0,0
"Baylor",2020-05-05,0,0,0
"Baylor",2020-05-06,0,0,0
"Baylor",2020-05-07,0,0,0
"Baylor",2020-05-08,0,0,0
"Baylor",2020-05-09,0,0,0
"Baylor",2020-05-10,0,0,0
"Baylor",2020-05-11,0,0,0
"Baylor",2020-05-12,0,0,0
"Baylor",2020-05-13,0,0,0
"Baylor",2020-05-14,0,0,0
"Baylor",2020-05-15,0,0,0
"Baylor",2020-05-16,0,0,0
"Baylor",2020-05-17,0,0,0
"Baylor",2020-05-18,0,0,0
"Baylor",2020-05-19,0,0,0
"Baylor",2020-05-20,0,0,0
"Baylor",2020-05-21,0,0,0
"Baylor",2020-05-22,0,0,0
"Baylor",2020-05-23,0,0,0
"Baylor",2020-05-24,0,0,0
"Baylor",2020-05-25,0,0,0
"Baylor",2020-05-26,0,0,0
"Baylor",2020-05-27,0,0,0
"Baylor",2020-05-28,0,0,0
"Baylor",2020-05-29,0,0,0
"Baylor",2020-05-30,0,0,0
"Baylor",2020-05-31,0,0,0
"Baylor",2020-06-01,0,0,0
"Baylor",2020-06-02,0,0,0
"Baylor",2020-06-03,0,0,0
"Baylor",2020-06-04,0,0,0
"Baylor",2020-06-05,3,3,3
"Baylor",2020-06-06,1,1,-2
"Baylor",2020-06-07,1,1,0
"Baylor",2020-06-08,1,1,0
"Baylor",2020-06-09,1,1,0
"Baylor",2020-06-10,1,1,0
"Baylor",2020-06-11,1,1,0
"Baylor",2020-06-12,1,1,0
"Baylor",2020-06-13,1,1,0
"Baylor",2020-06-14,1,1,0
"Baylor",2020-06-15,1,1,0
"Baylor",2020-06-16,1,1,0
"Baylor",2020-06-17,1,1,0
"Baylor",2020-06-18,1,1,0
"Baylor",2020-06-19,0,0,-1
"Baylor",2020-06-20,0,0,0
"Baylor",2020-06-21,0,0,0
"Baylor",2020-06-22,0,0,0
"Baylor",2020-06-23,0,0,0
"Baylor",2020-06-24,1,1,1
"Baylor",2020-06-25,1,1,0
"Baylor",2020-06-26,1,1,0
"Baylor",2020-06-27,0,0,-1
"Baylor",2020-06-28,0,0,0
"Baylor",2020-06-29,0,0,0
"Baylor",2020-06-30,0,0,0
"Baylor",2020-07-01,0,0,0
"Baylor",2020-07-02,0,0,0
"Baylor",2020-07-03,0,0,0
"Baylor",2020-07-04,0,0,0
"Baylor",2020-07-05,0,0,0
"Baylor",2020-07-06,0,0,0
"Baylor",2020-07-07,0,0,0
"Baylor",2020-07-08,0,0,0
"Baylor",2020-07-09,0,0,0
"Baylor",2020-07-10,0,0,0
"Baylor",2020-07-11,0,0,0
"Baylor",2020-07-12,0,0,0
"Baylor",2020-07-13,0,0,0
"Baylor",2020-07-14,0,0,0
"Baylor",2020-07-15,0,0,0
"Baylor",2020-07-16,0,0,0
"Baylor",2020-07-17,0,0,0
"Baylor",2020-07-18,0,0,0
"Baylor",2020-07-19,0,0,0
"Baylor",2020-07-20,0,0,0
"Baylor",2020-07-21,1,1,1
"Baylor",2020-07-22,1,1,0
"Baylor",2020-07-23,1,1,0
"Baylor",2020-07-24,0,0,-1
"Baylor",2020-07-25,1,1,1
"Baylor",2020-07-26,1,1,0
"Baylor",2020-07-27,1,1,0
"Baylor",2020-07-28,1,1,0
"Baylor",2020-07-29,1,1,0
"Baylor",2020-07-30,1,1,0
"Baylor",2020-07-31,0,0,-1
"Baylor",2020-08-01,0,0,0
"Baylor",2020-08-02,0,0,0
"Baylor",2020-08-03,0,0,0
"Baylor",2020-08-04,0,0,0
"Baylor",2020-08-05,0,0,0
"Baylor",2020-08-06,0,0,0
"Baylor",2020-08-07,0,0,0
"Baylor",2020-08-08,2,2,2
"Baylor",2020-08-09,2,2,0
"Baylor",2020-08-10,1,1,-1
"Baylor",2020-08-11,2,2,1
"Baylor",2020-08-12,3,3,1
"Baylor",2020-08-13,2,2,-1
"Baylor",2020-08-14,1,1,-1
"Baylor",2020-08-15,1,1,0
"Baylor",2020-08-16,1,1,0
"Baylor",2020-08-17,1,1,0
"Baylor",2020-08-18,0,0,-1
"Baylor",2020-08-19,0,0,0
"Baylor",2020-08-20,0,0,0
"Baylor",2020-08-21,0,0,0
"Baylor",2020-08-22,0,0,0
"Baylor",2020-08-23,0,0,0
"Baylor",2020-08-24,1,1,1
"Baylor",2020-08-25,1,1,0
"Baylor",2020-08-26,1,1,0
"Baylor",2020-08-27,1,1,0
"Baylor",2020-08-28,2,2,1
"Baylor",2020-08-29,2,2,0
"Baylor",2020-08-30,2,2,0
"Baylor",2020-08-31,1,1,-1
"Baylor",2020-09-01,1,1,0
"Baylor",2020-09-02,1,1,0
"Baylor",2020-09-03,1,1,0
"Baylor",2020-09-04,1,1,0
"Baylor",2020-09-05,1,1,0
"Baylor",2020-09-06,1,1,0
"Baylor",2020-09-07,1,1,0
"Baylor",2020-09-08,1,1,0
"Baylor",2020-09-09,0,0,-1
"Baylor",2020-09-10,0,0,0
"Baylor",2020-09-11,0,0,0
"Baylor",2020-09-12,0,0,0
"Baylor",2020-09-13,0,0,0
"Baylor",2020-09-14,0,0,0
"Baylor",2020-09-15,0,0,0
"Baylor",2020-09-16,0,0,0
"Baylor",2020-09-17,0,0,0
"Baylor",2020-09-18,0,0,0
"Baylor",2020-09-19,0,0,0
"Baylor",2020-09-20,0,0,0
"Baylor",2020-09-21,0,0,0
"Baylor",2020-09-22,3,3,3
"Baylor",2020-09-23,3,3,0
"Baylor",2020-09-24,3,3,0
"Baylor",2020-09-25,3,3,0
"Baylor",2020-09-26,5,5,2
"Baylor",2020-09-27,5,5,0
"Baylor",2020-09-28,5,5,0
"Baylor",2020-09-29,2,2,-3
"Baylor",2020-09-30,3,3,1
"Baylor",2020-10-01,3,3,0
"Baylor",2020-10-02,3,3,0
"Baylor",2020-10-03,3,3,0
"Baylor",2020-10-04,3,3,0
"Baylor",2020-10-05,3,3,0
"Baylor",2020-10-06,7,7,4
"Baylor",2020-10-07,12,12,5
"Baylor",2020-10-08,15,15,3
"Baylor",2020-10-09,16,16,1
"Baylor",2020-10-10,13,13,-3
"Baylor",2020-10-11,13,13,0
"Baylor",2020-10-12,13,13,0
"Baylor",2020-10-13,6,6,-7
"Baylor",2020-10-14,6,6,0
"Baylor",2020-10-15,7,7,1
"Baylor",2020-10-16,7,7,0
"Baylor",2020-10-17,7,7,0
"Baylor",2020-10-18,7,7,0
"Baylor",2020-10-19,7,7,0
"Baylor",2020-10-20,7,7,0
"Baylor",2020-10-21,3,3,-4
"Baylor",2020-10-22,2,2,-1
"Baylor",2020-10-23,1,1,-1
"Baylor",2020-10-24,0,0,-1
"Baylor",2020-10-25,0,0,0
"Baylor",2020-10-26,0,0,0
"Baylor",2020-10-27,0,0,0
"Baylor",2020-10-28,0,0,0
"Baylor",2020-10-29,0,0,0
"Baylor",2020-10-30,1,1,1
"Baylor",2020-10-31,2,2,1
"Baylor",2020-11-01,2,2,0
"Baylor",2020-11-02,2,2,0
"Baylor",2020-11-03,2,2,0
"Baylor",2020-11-04,1,1,-1
"Baylor",2020-11-05,1,1,0
"Baylor",2020-11-06,1,1,0
"Baylor",2020-11-07,1,1,0
"Baylor",2020-11-08,1,1,0
"Baylor",2020-11-09,1,1,0
"Baylor",2020-11-10,1,1,0
"Baylor",2020-11-11,1,1,0
"Baylor",2020-11-12,1,1,0
"Baylor",2020-11-13,1,1,0
"Baylor",2020-11-14,2,2,1
"Baylor",2020-11-15,2,2,0
"Baylor",2020-11-16,2,2,0
"Baylor",2020-11-17,2,2,0
"Baylor",2020-11-18,3,3,1
"Baylor",2020-11-19,4,4,1
"Baylor",2020-11-20,4,4,0
"Baylor",2020-11-21,4,4,0
"Baylor",2020-11-22,4,4,0
"Baylor",2020-11-23,4,4,0
"Baylor",2020-11-24,1,1,-3
"Baylor",2020-11-25,2,2,1
"Baylor",2020-11-26,2,2,0
"Baylor",2020-11-27,2,2,0
"Baylor",2020-11-28,2,2,0
"Baylor",2020-11-29,2,2,0
"Baylor",2020-11-30,2,2,0
"Baylor",2020-12-01,2,2,0
"Baylor",2020-12-02,1,1,-1
"Baylor",2020-12-03,1,1,0
"Baylor",2020-12-04,1,1,0
"Baylor",2020-12-05,2,2,1
"Baylor",2020-12-06,2,2,0
"Baylor",2020-12-07,2,2,0
"Baylor",2020-12-08,3,3,1
"Baylor",2020-12-09,3,3,0
"Baylor",2020-12-10,4,4,1
"Bee",2020-04-07,0,0,0
"Bee",2020-04-08,1,1,1
"Bee",2020-04-09,1,1,0
"Bee",2020-04-10,1,1,0
"Bee",2020-04-11,2,2,1
"Bee",2020-04-12,2,2,0
"Bee",2020-04-13,2,2,0
"Bee",2020-04-14,3,3,1
"Bee",2020-04-15,3,3,0
"Bee",2020-04-16,3,3,0
"Bee",2020-04-17,5,5,2
"Bee",2020-04-18,5,5,0
"Bee",2020-04-19,5,5,0
"Bee",2020-04-20,5,5,0
"Bee",2020-04-21,5,5,0
"Bee",2020-04-22,4,4,-1
"Bee",2020-04-23,5,5,1
"Bee",2020-04-24,5,5,0
"Bee",2020-04-25,3,3,-2
"Bee",2020-04-26,3,3,0
"Bee",2020-04-27,3,3,0
"Bee",2020-04-28,3,3,0
"Bee",2020-04-29,3,3,0
"Bee",2020-04-30,4,4,1
"Bee",2020-05-01,2,2,-2
"Bee",2020-05-02,2,2,0
"Bee",2020-05-03,2,2,0
"Bee",2020-05-04,2,2,0
"Bee",2020-05-05,2,2,0
"Bee",2020-05-06,2,2,0
"Bee",2020-05-07,1,1,-1
"Bee",2020-05-08,1,1,0
"Bee",2020-05-09,1,1,0
"Bee",2020-05-10,2,2,1
"Bee",2020-05-11,2,2,0
"Bee",2020-05-12,2,2,0
"Bee",2020-05-13,2,2,0
"Bee",2020-05-14,1,1,-1
"Bee",2020-05-15,1,1,0
"Bee",2020-05-16,1,1,0
"Bee",2020-05-17,1,1,0
"Bee",2020-05-18,1,1,0
"Bee",2020-05-19,0,0,-1
"Bee",2020-05-20,1,1,1
"Bee",2020-05-21,2,2,1
"Bee",2020-05-22,2,2,0
"Bee",2020-05-23,2,2,0
"Bee",2020-05-24,3,3,1
"Bee",2020-05-25,3,3,0
"Bee",2020-05-26,3,3,0
"Bee",2020-05-27,3,3,0
"Bee",2020-05-28,3,3,0
"Bee",2020-05-29,3,3,0
"Bee",2020-05-30,3,3,0
"Bee",2020-05-31,3,3,0
"Bee",2020-06-01,3,3,0
"Bee",2020-06-02,4,4,1
"Bee",2020-06-03,4,4,0
"Bee",2020-06-04,3,3,-1
"Bee",2020-06-05,10,10,7
"Bee",2020-06-06,14,14,4
"Bee",2020-06-07,14,14,0
"Bee",2020-06-08,14,14,0
"Bee",2020-06-09,16,16,2
"Bee",2020-06-10,18,18,2
"Bee",2020-06-11,19,19,1
"Bee",2020-06-12,23,23,4
"Bee",2020-06-13,23,23,0
"Bee",2020-06-14,23,23,0
"Bee",2020-06-15,23,23,0
"Bee",2020-06-16,23,23,0
"Bee",2020-06-17,22,22,-1
"Bee",2020-06-18,22,22,0
"Bee",2020-06-19,17,17,-5
"Bee",2020-06-20,15,15,-2
"Bee",2020-06-21,17,17,2
"Bee",2020-06-22,17,17,0
"Bee",2020-06-23,15,15,-2
"Bee",2020-06-24,14,14,-1
"Bee",2020-06-25,15,15,1
"Bee",2020-06-26,12,12,-3
"Bee",2020-06-27,16,16,4
"Bee",2020-06-28,16,16,0
"Bee",2020-06-29,19,19,3
"Bee",2020-06-30,19,19,0
"Bee",2020-07-01,20,20,1
"Bee",2020-07-02,24,24,4
"Bee",2020-07-03,19,19,-5
"Bee",2020-07-04,23,23,4
"Bee",2020-07-05,33,33,10
"Bee",2020-07-06,49,49,16
"Bee",2020-07-07,53,53,4
"Bee",2020-07-08,60,60,7
"Bee",2020-07-09,97,97,37
"Bee",2020-07-10,92,92,-5
"Bee",2020-07-11,94,94,2
"Bee",2020-07-12,105,105,11
"Bee",2020-07-13,105,105,0
"Bee",2020-07-14,103,103,-2
"Bee",2020-07-15,124,124,21
"Bee",2020-07-16,98,98,-26
"Bee",2020-07-17,97,97,-1
"Bee",2020-07-18,111,111,14
"Bee",2020-07-19,113,113,2
"Bee",2020-07-20,119,119,6
"Bee",2020-07-21,147,147,28
"Bee",2020-07-22,144,144,-3
"Bee",2020-07-23,146,146,2
"Bee",2020-07-24,221,221,75
"Bee",2020-07-25,214,214,-7
"Bee",2020-07-26,237,237,23
"Bee",2020-07-27,225,225,-12
"Bee",2020-07-28,234,234,9
"Bee",2020-07-29,248,248,14
"Bee",2020-07-30,268,268,20
"Bee",2020-07-31,279,279,11
"Bee",2020-08-01,292,292,13
"Bee",2020-08-02,302,302,10
"Bee",2020-08-03,396,396,94
"Bee",2020-08-04,396,396,0
"Bee",2020-08-05,409,409,13
"Bee",2020-08-06,401,401,-8
"Bee",2020-08-07,529,529,128
"Bee",2020-08-08,681,681,152
"Bee",2020-08-09,677,677,-4
"Bee",2020-08-10,785,785,108
"Bee",2020-08-11,812,812,27
"Bee",2020-08-12,771,771,-41
"Bee",2020-08-13,795,795,24
"Bee",2020-08-14,805,805,10
"Bee",2020-08-15,827,827,22
"Bee",2020-08-16,834,834,7
"Bee",2020-08-17,403,403,-431
"Bee",2020-08-18,406,406,3
"Bee",2020-08-19,418,418,12
"Bee",2020-08-20,409,409,-9
"Bee",2020-08-21,367,367,-42
"Bee",2020-08-22,345,345,-22
"Bee",2020-08-23,358,358,13
"Bee",2020-08-24,361,361,3
"Bee",2020-08-25,356,356,-5
"Bee",2020-08-26,351,351,-5
"Bee",2020-08-27,352,352,1
"Bee",2020-08-28,346,346,-6
"Bee",2020-08-29,394,394,48
"Bee",2020-08-30,323,323,-71
"Bee",2020-08-31,336,336,13
"Bee",2020-09-01,335,335,-1
"Bee",2020-09-02,335,335,0
"Bee",2020-09-03,216,216,-119
"Bee",2020-09-04,327,327,111
"Bee",2020-09-05,299,299,-28
"Bee",2020-09-06,299,299,0
"Bee",2020-09-07,304,304,5
"Bee",2020-09-08,303,303,-1
"Bee",2020-09-09,205,205,-98
"Bee",2020-09-10,177,177,-28
"Bee",2020-09-11,177,177,0
"Bee",2020-09-12,124,124,-53
"Bee",2020-09-13,112,112,-12
"Bee",2020-09-14,95,95,-17
"Bee",2020-09-15,73,73,-22
"Bee",2020-09-16,63,63,-10
"Bee",2020-09-17,56,56,-7
"Bee",2020-09-18,0,0,-56
"Bee",2020-09-19,14,14,14
"Bee",2020-09-20,14,14,0
"Bee",2020-09-21,26,26,12
"Bee",2020-09-22,15,15,-11
"Bee",2020-09-23,0,0,-15
"Bee",2020-09-24,0,0,0
"Bee",2020-09-25,85,85,85
"Bee",2020-09-26,82,82,-3
"Bee",2020-09-27,69,69,-13
"Bee",2020-09-28,75,75,6
"Bee",2020-09-29,67,67,-8
"Bee",2020-09-30,58,58,-9
"Bee",2020-10-01,55,55,-3
"Bee",2020-10-02,63,63,8
"Bee",2020-10-03,82,82,19
"Bee",2020-10-04,60,60,-22
"Bee",2020-10-05,46,46,-14
"Bee",2020-10-06,41,41,-5
"Bee",2020-10-07,0,0,-41
"Bee",2020-10-08,12,12,12
"Bee",2020-10-09,11,11,-1
"Bee",2020-10-10,14,14,3
"Bee",2020-10-11,14,14,0
"Bee",2020-10-12,13,13,-1
"Bee",2020-10-13,16,16,3
"Bee",2020-10-14,15,15,-1
"Bee",2020-10-15,14,14,-1
"Bee",2020-10-16,15,15,1
"Bee",2020-10-17,12,12,-3
"Bee",2020-10-18,0,0,-12
"Bee",2020-10-19,0,0,0
"Bee",2020-10-20,16,16,16
"Bee",2020-10-21,13,13,-3
"Bee",2020-10-22,17,17,4
"Bee",2020-10-23,25,25,8
"Bee",2020-10-24,7,7,-18
"Bee",2020-10-25,25,25,18
"Bee",2020-10-26,27,27,2
"Bee",2020-10-27,16,16,-11
"Bee",2020-10-28,31,31,15
"Bee",2020-10-29,36,36,5
"Bee",2020-10-30,41,41,5
"Bee",2020-10-31,35,35,-6
"Bee",2020-11-01,38,38,3
"Bee",2020-11-02,39,39,1
"Bee",2020-11-03,45,45,6
"Bee",2020-11-04,44,44,-1
"Bee",2020-11-05,30,30,-14
"Bee",2020-11-06,42,42,12
"Bee",2020-11-07,38,38,-4
"Bee",2020-11-08,46,46,8
"Bee",2020-11-09,46,46,0
"Bee",2020-11-10,42,42,-4
"Bee",2020-11-11,70,70,28
"Bee",2020-11-12,68,68,-2
"Bee",2020-11-13,60,60,-8
"Bee",2020-11-14,53,53,-7
"Bee",2020-11-15,65,65,12
"Bee",2020-11-16,63,63,-2
"Bee",2020-11-17,65,65,2
"Bee",2020-11-18,68,68,3
"Bee",2020-11-19,64,64,-4
"Bee",2020-11-20,78,78,14
"Bee",2020-11-21,66,66,-12
"Bee",2020-11-22,75,75,9
"Bee",2020-11-23,66,66,-9
"Bee",2020-11-24,102,102,36
"Bee",2020-11-25,99,99,-3
"Bee",2020-11-26,82,82,-17
"Bee",2020-11-27,71,71,-11
"Bee",2020-11-28,80,80,9
"Bee",2020-11-29,103,103,23
"Bee",2020-11-30,93,93,-10
"Bee",2020-12-01,106,106,13
"Bee",2020-12-02,102,102,-4
"Bee",2020-12-03,87,87,-15
"Bee",2020-12-04,98,98,11
"Bee",2020-12-05,105,105,7
"Bee",2020-12-06,117,117,12
"Bee",2020-12-07,113,113,-4
"Bee",2020-12-08,134,134,21
"Bee",2020-12-09,114,114,-20
"Bee",2020-12-10,121,121,7
"Bell",2020-04-07,53,53,53
"Bell",2020-04-08,55,55,2
"Bell",2020-04-09,57,57,2
"Bell",2020-04-10,66,66,9
"Bell",2020-04-11,66,66,0
"Bell",2020-04-12,76,76,10
"Bell",2020-04-13,76,76,0
"Bell",2020-04-14,76,76,0
"Bell",2020-04-15,73,73,-3
"Bell",2020-04-16,76,76,3
"Bell",2020-04-17,81,81,5
"Bell",2020-04-18,83,83,2
"Bell",2020-04-19,65,65,-18
"Bell",2020-04-20,57,57,-8
"Bell",2020-04-21,60,60,3
"Bell",2020-04-22,69,69,9
"Bell",2020-04-23,77,77,8
"Bell",2020-04-24,85,85,8
"Bell",2020-04-25,89,89,4
"Bell",2020-04-26,89,89,0
"Bell",2020-04-27,89,89,0
"Bell",2020-04-28,97,97,8
"Bell",2020-04-29,104,104,7
"Bell",2020-04-30,107,107,3
"Bell",2020-05-01,92,92,-15
"Bell",2020-05-02,96,96,4
"Bell",2020-05-03,97,97,1
"Bell",2020-05-04,81,81,-16
"Bell",2020-05-05,85,85,4
"Bell",2020-05-06,84,84,-1
"Bell",2020-05-07,87,87,3
"Bell",2020-05-08,84,84,-3
"Bell",2020-05-09,87,87,3
"Bell",2020-05-10,86,86,-1
"Bell",2020-05-11,82,82,-4
"Bell",2020-05-12,76,76,-6
"Bell",2020-05-13,83,83,7
"Bell",2020-05-14,85,85,2
"Bell",2020-05-15,90,90,5
"Bell",2020-05-16,96,96,6
"Bell",2020-05-17,96,96,0
"Bell",2020-05-18,95,95,-1
"Bell",2020-05-19,107,107,12
"Bell",2020-05-20,114,114,7
"Bell",2020-05-21,129,129,15
"Bell",2020-05-22,126,126,-3
"Bell",2020-05-23,130,130,4
"Bell",2020-05-24,130,130,0
"Bell",2020-05-25,130,130,0
"Bell",2020-05-26,115,115,-15
"Bell",2020-05-27,142,142,27
"Bell",2020-05-28,148,148,6
"Bell",2020-05-29,151,151,3
"Bell",2020-05-30,154,154,3
"Bell",2020-05-31,159,159,5
"Bell",2020-06-01,168,168,9
"Bell",2020-06-02,181,181,13
"Bell",2020-06-03,201,201,20
"Bell",2020-06-04,213,213,12
"Bell",2020-06-05,210,210,-3
"Bell",2020-06-06,224,224,14
"Bell",2020-06-07,224,224,0
"Bell",2020-06-08,213,213,-11
"Bell",2020-06-09,231,231,18
"Bell",2020-06-10,264,264,33
"Bell",2020-06-11,279,279,15
"Bell",2020-06-12,323,323,44
"Bell",2020-06-13,354,354,31
"Bell",2020-06-14,378,378,24
"Bell",2020-06-15,363,363,-15
"Bell",2020-06-16,366,366,3
"Bell",2020-06-17,373,373,7
"Bell",2020-06-18,421,421,48
"Bell",2020-06-19,455,455,34
"Bell",2020-06-20,503,503,48
