County,Gender,Age_Group,Population_2020_04_01,Population_2020_07_01,Population_2021_07_01
Madison,Female,65-79 years,848,849,846
Madison,Female,80+ years,296,288,283
Madison,Female,5+ years,5382,5380,5441
Madison,Female,65+ years,1144,1137,1129
Madison,Female,12+ years,4804,4805,4857
Madison,Female,<16 years,1307,1300,1313
Madison,Female,16-49 years,2331,2335,2376
Madison,Male,<5 years,394,389,418
Madison,Male,12-15 years,358,356,344
Madison,Male,16+ years,6404,6405,6576
Madison,Male,50-64 years,1043,1049,1066
Madison,Male,65-79 years,766,765,760
Madison,Male,80+ years,210,213,214
Madison,Male,5+ years,7307,7307,7472
Madison,Male,65+ years,976,978,974
Madison,Male,12+ years,6762,6761,6920
Madison,Male,<16 years,1297,1291,1314
Madison,Male,16-49 years,4385,4378,4536
Marion,Female,<5 years,193,193,206
Marion,Female,12-15 years,218,221,216
Marion,Female,16+ years,4173,4193,4193
Marion,Female,50-64 years,1222,1223,1242
Marion,Female,65-79 years,1021,1017,1025
Marion,Female,80+ years,294,301,308
Marion,Female,5+ years,4754,4778,4760
Marion,Female,65+ years,1315,1318,1333
Marion,Female,12+ years,4391,4414,4409
Marion,Female,<16 years,774,778,773
Marion,Female,16-49 years,1636,1652,1618
Marion,Male,<5 years,224,225,207
Marion,Male,12-15 years,222,222,212
Marion,Male,16+ years,3974,3972,3938
Marion,Male,50-64 years,1115,1118,1087
Marion,Male,65-79 years,988,980,1000
Marion,Male,80+ years,259,263,266
Marion,Male,5+ years,4554,4556,4472
Marion,Male,65+ years,1247,1243,1266
Marion,Male,12+ years,4196,4194,4150
Marion,Male,<16 years,804,809,741
Marion,Male,16-49 years,1612,1611,1585
Martin,Female,<5 years,193,187,179
Martin,Female,12-15 years,188,189,204
Martin,Female,16+ years,1861,1858,1852
Martin,Female,50-64 years,439,435,446
Martin,Female,65-79 years,238,238,242
Martin,Female,80+ years,66,66,61
Martin,Female,5+ years,2393,2396,2409
Martin,Female,65+ years,304,304,303
Martin,Female,12+ years,2049,2047,2056
Martin,Female,<16 years,725,725,736
Martin,Female,16-49 years,1118,1119,1103
Martin,Male,<5 years,220,221,207
Martin,Male,12-15 years,199,201,206
Martin,Male,16+ years,1866,1875,1840
Martin,Male,50-64 years,412,410,415
Martin,Male,65-79 years,222,228,238
Martin,Male,80+ years,58,56,46
Martin,Male,5+ years,2431,2446,2416
Martin,Male,65+ years,280,284,284
Martin,Male,12+ years,2065,2076,2046
Martin,Male,<16 years,785,792,783
Martin,Male,16-49 years,1174,1181,1141
Mason,Female,<5 years,76,76,72
Mason,Female,12-15 years,82,82,73
Mason,Female,16+ years,1625,1638,1662
Mason,Female,50-64 years,380,379,382
Mason,Female,65-79 years,457,461,478
Mason,Female,80+ years,156,162,175
Mason,Female,5+ years,1850,1864,1871
Mason,Female,65+ years,613,623,653
Mason,Female,12+ years,1707,1720,1735
Mason,Female,<16 years,301,302,281
Mason,Female,16-49 years,632,636,627
Mason,Male,<5 years,101,101,98
Mason,Male,12-15 years,109,108,101
Mason,Male,16+ years,1630,1626,1625
Mason,Male,50-64 years,415,416,419
Mason,Male,65-79 years,416,416,418
Mason,Male,80+ years,136,135,134
Mason,Male,5+ years,1926,1923,1902
Mason,Male,65+ years,552,551,552
Mason,Male,12+ years,1739,1734,1726
Mason,Male,<16 years,397,398,375
Mason,Male,16-49 years,663,659,654
Matagorda,Female,<5 years,1284,1285,1246
Matagorda,Female,12-15 years,1025,1027,1040
Matagorda,Female,16+ years,13870,13891,13945
Matagorda,Female,50-64 years,3492,3488,3462
Matagorda,Female,65-79 years,2406,2409,2495
Matagorda,Female,80+ years,792,794,781
Matagorda,Female,5+ years,16717,16739,16826
Matagorda,Female,65+ years,3198,3203,3276
Matagorda,Female,12+ years,14895,14918,14985
Matagorda,Female,<16 years,4131,4133,4127
Matagorda,Female,16-49 years,7180,7200,7207
Matagorda,Male,<5 years,1330,1331,1302
Matagorda,Male,12-15 years,1079,1077,1090
Matagorda,Male,16+ years,13900,13879,13890
Matagorda,Male,50-64 years,3489,3459,3383
Matagorda,Male,65-79 years,2407,2424,2482
Matagorda,Male,80+ years,565,567,561
Matagorda,Male,5+ years,16924,16914,16970
Matagorda,Male,65+ years,2972,2991,3043
Matagorda,Male,12+ years,14979,14956,14980
Matagorda,Male,<16 years,4354,4366,4382
Matagorda,Male,16-49 years,7439,7429,7464
Maverick,Female,<5 years,2462,2452,2465
Maverick,Female,12-15 years,1891,1875,1845
Maverick,Female,16+ years,20982,20985,21061
Maverick,Female,50-64 years,4281,4293,4380
Maverick,Female,65-79 years,2855,2867,2901
Maverick,Female,80+ years,877,874,866
Maverick,Female,5+ years,26301,26288,26372
Maverick,Female,65+ years,3732,3741,3767
Maverick,Female,12+ years,22873,22860,22906
Maverick,Female,<16 years,7781,7755,7776
Maverick,Female,16-49 years,12969,12951,12914
Maverick,Male,<5 years,2697,2682,2622
Maverick,Male,12-15 years,1984,1971,1957
Maverick,Male,16+ years,20917,20918,21029
Maverick,Male,50-64 years,3968,3971,4031
Maverick,Male,65-79 years,2388,2397,2423
Maverick,Male,80+ years,669,671,676
Maverick,Male,5+ years,26427,26422,26597
Maverick,Male,65+ years,3057,3068,3099
Maverick,Male,12+ years,22901,22889,22986
Maverick,Male,<16 years,8207,8186,8190
Maverick,Male,16-49 years,13892,13879,13899
McCulloch,Female,<5 years,202,203,214
McCulloch,Female,12-15 years,184,180,174
McCulloch,Female,16+ years,3109,3086,3075
McCulloch,Female,50-64 years,802,785,774
McCulloch,Female,65-79 years,689,700,720
McCulloch,Female,80+ years,246,238,229
McCulloch,Female,5+ years,3587,3555,3528
McCulloch,Female,65+ years,935,938,949
McCulloch,Female,12+ years,3293,3266,3249
McCulloch,Female,<16 years,680,672,667
McCulloch,Female,16-49 years,1372,1363,1352
McCulloch,Male,<5 years,188,186,185
McCulloch,Male,12-15 years,212,210,212
McCulloch,Male,16+ years,3065,3051,3054
McCulloch,Male,50-64 years,732,722,714
McCulloch,Male,65-79 years,679,679,703
McCulloch,Male,80+ years,168,171,175
McCulloch,Male,5+ years,3653,3623,3606
McCulloch,Male,65+ years,847,850,878
McCulloch,Male,12+ years,3277,3261,3266
McCulloch,Male,<16 years,776,758,737
McCulloch,Male,16-49 years,1486,1479,1462
McLennan,Female,<5 years,8475,8400,8132
McLennan,Female,12-15 years,7410,7417,7420
McLennan,Female,16+ years,105132,105413,106701
McLennan,Female,50-64 years,22064,22065,22169
McLennan,Female,65-79 years,15581,15729,16351
McLennan,Female,80+ years,5588,5562,5532
McLennan,Female,5+ years,124398,124728,126097
McLennan,Female,65+ years,21169,21291,21883
McLennan,Female,12+ years,112542,112830,114121
McLennan,Female,<16 years,27741,27715,27528
McLennan,Female,16-49 years,61899,62057,62649
McLennan,Male,<5 years,8832,8787,8676
McLennan,Male,12-15 years,7782,7786,7811
McLennan,Male,16+ years,98440,98632,99610
McLennan,Male,50-64 years,20775,20797,20857
McLennan,Male,65-79 years,13367,13461,13958
McLennan,Male,80+ years,3478,3493,3505
McLennan,Male,5+ years,118874,119108,120210
McLennan,Male,65+ years,16845,16954,17463
McLennan,Male,12+ years,106222,106418,107421
McLennan,Male,<16 years,29266,29263,29276
McLennan,Male,16-49 years,60820,60881,61290
McMullen,Female,<5 years,17,16,16
McMullen,Female,12-15 years,16,16,16
McMullen,Female,16+ years,226,220,230
McMullen,Female,50-64 years,57,55,57
McMullen,Female,65-79 years,43,44,48
McMullen,Female,80+ years,28,25,25
McMullen,Female,5+ years,262,257,271
McMullen,Female,65+ years,71,69,73
McMullen,Female,12+ years,242,236,246
McMullen,Female,<16 years,53,53,57
McMullen,Female,16-49 years,98,96,100
McMullen,Male,<5 years,16,17,21
McMullen,Male,12-15 years,14,14,15
McMullen,Male,16+ years,266,271,269
McMullen,Male,50-64 years,72,74,72
McMullen,Male,65-79 years,52,54,55
McMullen,Male,80+ years,22,23,25
McMullen,Male,5+ years,305,309,300
McMullen,Male,65+ years,74,77,80
McMullen,Male,12+ years,280,285,284
McMullen,Male,<16 years,55,55,52
McMullen,Male,16-49 years,120,120,117
Medina,Female,<5 years,1464,1473,1477
Medina,Female,12-15 years,1366,1368,1347
Medina,Female,16+ years,19384,19448,19804
Medina,Female,50-64 years,4986,4972,5000
Medina,Female,65-79 years,3400,3435,3596
Medina,Female,80+ years,1052,1046,1056
Medina,Female,5+ years,22962,23041,23407
Medina,Female,65+ years,4452,4481,4652
Medina,Female,12+ years,20750,20816,21151
Medina,Female,<16 years,5042,5066,5080
Medina,Female,16-49 years,9946,9995,10152
Medina,Male,<5 years,1491,1496,1528
Medina,Male,12-15 years,1430,1427,1432
Medina,Male,16+ years,21128,21207,21795
Medina,Male,50-64 years,5181,5172,5236
Medina,Male,65-79 years,3342,3378,3512
Medina,Male,80+ years,770,777,781
Medina,Male,5+ years,24831,24910,25569
Medina,Male,65+ years,4112,4155,4293
Medina,Male,12+ years,22558,22634,23227
Medina,Male,<16 years,5194,5199,5302
Medina,Male,16-49 years,11835,11880,12266
Menard,Female,<5 years,32,34,37
Menard,Female,12-15 years,45,44,46
Menard,Female,16+ years,820,818,815
Menard,Female,50-64 years,219,219,221
Menard,Female,65-79 years,219,224,232
Menard,Female,80+ years,81,81,76
Menard,Female,5+ years,938,936,940
Menard,Female,65+ years,300,305,308
Menard,Female,12+ years,865,862,861
Menard,Female,<16 years,150,152,162
Menard,Female,16-49 years,301,294,286
Menard,Male,<5 years,46,46,38
Menard,Male,12-15 years,53,53,50
Menard,Male,16+ years,803,814,827
Menard,Male,50-64 years,207,208,209
Menard,Male,65-79 years,245,249,247
Menard,Male,80+ years,70,71,72
Menard,Male,5+ years,946,955,967
Menard,Male,65+ years,315,320,319
Menard,Male,12+ years,856,867,877
Menard,Male,<16 years,189,187,178
Menard,Male,16-49 years,281,286,299
Midland,Female,<5 years,7034,7027,6796
Midland,Female,12-15 years,5102,5131,5140
Midland,Female,16+ years,61294,61354,60899
Midland,Female,50-64 years,12569,12499,12127
Midland,Female,65-79 years,6808,6853,7160
Midland,Female,80+ years,2585,2573,2519
Midland,Female,5+ years,76205,76326,75838
Midland,Female,65+ years,9393,9426,9679
Midland,Female,12+ years,66396,66485,66039
Midland,Female,<16 years,21945,21999,21735
Midland,Female,16-49 years,39332,39429,39093
Midland,Male,<5 years,7572,7552,7270
Midland,Male,12-15 years,5271,5301,5291
Midland,Male,16+ years,63740,63782,62546
Midland,Male,50-64 years,12804,12730,12354
Midland,Male,65-79 years,5957,5994,6190
Midland,Male,80+ years,1536,1521,1476
Midland,Male,5+ years,79172,79316,78065
Midland,Male,65+ years,7493,7515,7666
Midland,Male,12+ years,69011,69083,67837
Midland,Male,<16 years,23004,23086,22789
Midland,Male,16-49 years,43443,43537,42526
Milam,Female,<5 years,650,638,613
Milam,Female,12-15 years,674,670,668
Milam,Female,16+ years,9973,9973,10189
Milam,Female,50-64 years,2521,2519,2549
Milam,Female,65-79 years,2029,2034,2096
Milam,Female,80+ years,737,737,752
Milam,Female,5+ years,11770,11763,11980
Milam,Female,65+ years,2766,2771,2848
Milam,Female,12+ years,10647,10643,10857
Milam,Female,<16 years,2447,2428,2404
Milam,Female,16-49 years,4686,4683,4792
Milam,Male,<5 years,694,674,648
Milam,Male,12-15 years,774,773,762
Milam,Male,16+ years,9657,9662,9881
Milam,Male,50-64 years,2453,2458,2482
Milam,Male,65-79 years,1918,1938,1982
Milam,Male,80+ years,499,491,490
Milam,Male,5+ years,11640,11649,11865
Milam,Male,65+ years,2417,2429,2472
Milam,Male,12+ years,10431,10435,10643
Milam,Male,<16 years,2677,2661,2632
Milam,Male,16-49 years,4787,4775,4927
Mills,Female,<5 years,90,93,91
Mills,Female,12-15 years,122,120,112
Mills,Female,16+ years,1841,1829,1832
Mills,Female,50-64 years,469,468,478
Mills,Female,65-79 years,461,461,468
Mills,Female,80+ years,173,170,160
Mills,Female,5+ years,2116,2102,2095
Mills,Female,65+ years,634,631,628
Mills,Female,12+ years,1963,1949,1944
Mills,Female,<16 years,365,366,354
Mills,Female,16-49 years,738,730,726
Mills,Male,<5 years,96,93,93
Mills,Male,12-15 years,142,139,138
Mills,Male,16+ years,1809,1807,1833
Mills,Male,50-64 years,473,477,472
Mills,Male,65-79 years,475,468,459
Mills,Male,80+ years,135,137,148
Mills,Male,5+ years,2154,2151,2201
Mills,Male,65+ years,610,605,607
Mills,Male,12+ years,1951,1946,1971
Mills,Male,<16 years,441,437,461
Mills,Male,16-49 years,726,725,754
Mitchell,Female,<5 years,241,241,229
Mitchell,Female,12-15 years,207,208,220
Mitchell,Female,16+ years,2830,2816,2817
Mitchell,Female,50-64 years,700,701,701
Mitchell,Female,65-79 years,554,553,572
Mitchell,Female,80+ years,181,177,174
Mitchell,Female,5+ years,3435,3424,3449
Mitchell,Female,65+ years,735,730,746
Mitchell,Female,12+ years,3037,3024,3037
Mitchell,Female,<16 years,846,849,861
Mitchell,Female,16-49 years,1395,1385,1370
Mitchell,Male,<5 years,274,280,268
Mitchell,Male,12-15 years,254,253,252
Mitchell,Male,16+ years,4380,4382,4454
Mitchell,Male,50-64 years,794,793,795
Mitchell,Male,65-79 years,495,497,515
Mitchell,Male,80+ years,112,107,113
Mitchell,Male,5+ years,5040,5040,5124
Mitchell,Male,65+ years,607,604,628
Mitchell,Male,12+ years,4634,4635,4706
Mitchell,Male,<16 years,934,938,938
Mitchell,Male,16-49 years,2979,2985,3031
Montague,Female,<5 years,559,554,520
Montague,Female,12-15 years,521,525,542
Montague,Female,16+ years,8070,8052,8196
Montague,Female,50-64 years,2040,2035,2040
Montague,Female,65-79 years,1771,1767,1816
Montague,Female,80+ years,572,565,559
Montague,Female,5+ years,9518,9515,9709
Montague,Female,65+ years,2343,2332,2375
Montague,Female,12+ years,8591,8577,8738
Montague,Female,<16 years,2007,2017,2033
Montague,Female,16-49 years,3687,3685,3781
Montague,Male,<5 years,532,527,549
Montague,Male,12-15 years,564,567,590
Montague,Male,16+ years,7879,7901,8114
Montague,Male,50-64 years,2043,2043,2081
Montague,Male,65-79 years,1640,1636,1672
Montague,Male,80+ years,451,456,476
Montague,Male,5+ years,9356,9373,9631
Montague,Male,65+ years,2091,2092,2148
Montague,Male,12+ years,8443,8468,8704
Montague,Male,<16 years,2009,1999,2066
Montague,Male,16-49 years,3745,3766,3885
Montgomery,Female,<5 years,19792,19800,19933
Montgomery,Female,12-15 years,18659,18753,19376
Montgomery,Female,16+ years,241144,243163,253554
Montgomery,Female,50-64 years,58462,58881,60809
Montgomery,Female,65-79 years,35623,36125,38097
Montgomery,Female,80+ years,9038,9139,9502
Montgomery,Female,5+ years,291927,294227,306494
Montgomery,Female,65+ years,44661,45264,47599
Montgomery,Female,12+ years,259803,261916,272930
Montgomery,Female,<16 years,70575,70864,72873
Montgomery,Female,16-49 years,138021,139018,145146
Montgomery,Male,<5 years,20520,20554,20766
Montgomery,Male,12-15 years,19581,19660,20168
Montgomery,Male,16+ years,235407,237260,246829
Montgomery,Male,50-64 years,58866,59282,60963
Montgomery,Male,65-79 years,31918,32338,34147
Montgomery,Male,80+ years,6125,6212,6565
Montgomery,Male,5+ years,288204,290357,301693
Montgomery,Male,65+ years,38043,38550,40712
Montgomery,Male,12+ years,254988,256920,266997
Montgomery,Male,<16 years,73317,73651,75630
Montgomery,Male,16-49 years,138498,139428,145154
Moore,Female,<5 years,963,959,896
Moore,Female,12-15 years,694,690,688
Moore,Female,16+ years,7231,7203,7208
Moore,Female,50-64 years,1579,1562,1535
Moore,Female,65-79 years,969,975,1021
Moore,Female,80+ years,310,310,308
Moore,Female,5+ years,9245,9198,9167
Moore,Female,65+ years,1279,1285,1329
Moore,Female,12+ years,7925,7893,7896
Moore,Female,<16 years,2977,2954,2855
Moore,Female,16-49 years,4373,4356,4344
Moore,Male,<5 years,969,958,928
Moore,Male,12-15 years,788,783,764
Moore,Male,16+ years,8066,8059,8029
Moore,Male,50-64 years,1760,1763,1784
Moore,Male,65-79 years,906,912,943
Moore,Male,80+ years,249,250,256
Moore,Male,5+ years,10181,10158,10127
Moore,Male,65+ years,1155,1162,1199
Moore,Male,12+ years,8854,8842,8793
Moore,Male,<16 years,3084,3057,3026
Moore,Male,16-49 years,5151,5134,5046
Morris,Female,<5 years,321,318,329
Morris,Female,12-15 years,327,325,325
Morris,Female,16+ years,4976,4985,5029
Morris,Female,50-64 years,1288,1291,1270
Morris,Female,65-79 years,1024,1029,1075
Morris,Female,80+ years,366,364,362
Morris,Female,5+ years,5845,5851,5894
Morris,Female,65+ years,1390,1393,1437
Morris,Female,12+ years,5303,5310,5354
Morris,Female,<16 years,1190,1184,1194
Morris,Female,16-49 years,2298,2301,2322
Morris,Male,<5 years,385,383,373
Morris,Male,12-15 years,331,329,328
Morris,Male,16+ years,4534,4529,4528
Morris,Male,50-64 years,1127,1122,1071
Morris,Male,65-79 years,930,928,934
Morris,Male,80+ years,266,266,268
Morris,Male,5+ years,5422,5411,5434
Morris,Male,65+ years,1196,1194,1202
Morris,Male,12+ years,4865,4858,4856
Morris,Male,<16 years,1273,1265,1279
Morris,Male,16-49 years,2211,2213,2255
Motley,Female,<5 years,30,29,29
Motley,Female,12-15 years,28,28,25
Motley,Female,16+ years,424,420,433
Motley,Female,50-64 years,84,84,91
Motley,Female,65-79 years,135,134,135
Motley,Female,80+ years,34,31,33
Motley,Female,5+ years,493,487,492
Motley,Female,65+ years,169,165,168
Motley,Female,12+ years,452,448,458
Motley,Female,<16 years,99,96,88
Motley,Female,16-49 years,171,171,174
Motley,Male,<5 years,28,29,27
Motley,Male,12-15 years,31,30,27
Motley,Male,16+ years,439,434,450
Motley,Male,50-64 years,110,110,116
Motley,Male,65-79 years,114,115,119
Motley,Male,80+ years,33,31,30
Motley,Male,5+ years,512,507,519
Motley,Male,65+ years,147,146,149
Motley,Male,12+ years,470,464,477
Motley,Male,<16 years,101,102,96
Motley,Male,16-49 years,182,178,185
Nacogdoches,Female,<5 years,1936,1948,1908
Nacogdoches,Female,12-15 years,1976,1980,1992
Nacogdoches,Female,16+ years,26921,26937,27006
Nacogdoches,Female,50-64 years,5385,5370,5346
Nacogdoches,Female,65-79 years,4039,4072,4149
Nacogdoches,Female,80+ years,1332,1338,1311
Nacogdoches,Female,5+ years,31564,31584,31685
Nacogdoches,Female,65+ years,5371,5410,5460
Nacogdoches,Female,12+ years,28897,28917,28998
Nacogdoches,Female,<16 years,6579,6595,6587
Nacogdoches,Female,16-49 years,16165,16157,16200
Nacogdoches,Male,<5 years,2055,2025,1980
Nacogdoches,Male,12-15 years,1909,1913,1903
Nacogdoches,Male,16+ years,24225,24207,24302
Nacogdoches,Male,50-64 years,5094,5084,5066
Nacogdoches,Male,65-79 years,3681,3702,3752
Nacogdoches,Male,80+ years,779,768,754
Nacogdoches,Male,5+ years,29098,29067,29095
Nacogdoches,Male,65+ years,4460,4470,4506
Nacogdoches,Male,12+ years,26134,26120,26205
Nacogdoches,Male,<16 years,6928,6885,6773
Nacogdoches,Male,16-49 years,14671,14653,14730
Navarro,Female,<5 years,1834,1820,1780
Navarro,Female,12-15 years,1552,1561,1578
Navarro,Female,16+ years,20491,20576,20861
Navarro,Female,50-64 years,5008,5017,5049
Navarro,Female,65-79 years,3593,3617,3713
Navarro,Female,80+ years,1175,1180,1189
Navarro,Female,5+ years,24828,24948,25325
Navarro,Female,65+ years,4768,4797,4902
Navarro,Female,12+ years,22043,22137,22439
Navarro,Female,<16 years,6171,6192,6244
Navarro,Female,16-49 years,10715,10762,10910
Navarro,Male,<5 years,1844,1816,1788
Navarro,Male,12-15 years,1648,1645,1674
Navarro,Male,16+ years,19595,19671,20034
Navarro,Male,50-64 years,4989,5002,4992
Navarro,Male,65-79 years,3275,3297,3392
Navarro,Male,80+ years,758,759,777
Navarro,Male,5+ years,24118,24200,24698
Navarro,Male,65+ years,4033,4056,4169
Navarro,Male,12+ years,21243,21316,21708
Navarro,Male,<16 years,6367,6345,6452
Navarro,Male,16-49 years,10573,10613,10873
Newton,Female,<5 years,272,271,289
Newton,Female,12-15 years,278,276,275
Newton,Female,16+ years,4859,4834,4857
Newton,Female,50-64 years,1330,1318,1311
Newton,Female,65-79 years,1026,1026,1038
Newton,Female,80+ years,337,346,342
Newton,Female,5+ years,5591,5555,5578
Newton,Female,65+ years,1363,1372,1380
Newton,Female,12+ years,5137,5110,5132
Newton,Female,<16 years,1004,992,1010
Newton,Female,16-49 years,2166,2144,2166
Newton,Male,<5 years,265,262,267
Newton,Male,12-15 years,297,295,300
Newton,Male,16+ years,5302,5296,5340
Newton,Male,50-64 years,1324,1325,1334
Newton,Male,65-79 years,1011,1016,1020
Newton,Male,80+ years,262,264,255
Newton,Male,5+ years,6089,6075,6107
Newton,Male,65+ years,1273,1280,1275
Newton,Male,12+ years,5599,5591,5640
Newton,Male,<16 years,1052,1041,1034
Newton,Male,16-49 years,2705,2691,2731
Nolan,Female,<5 years,493,489,470
Nolan,Female,12-15 years,440,437,415
Nolan,Female,16+ years,5636,5631,5585
Nolan,Female,50-64 years,1333,1331,1310
Nolan,Female,65-79 years,1041,1038,1042
Nolan,Female,80+ years,413,412,404
Nolan,Female,5+ years,6838,6825,6734
Nolan,Female,65+ years,1454,1450,1446
Nolan,Female,12+ years,6076,6068,6000
Nolan,Female,<16 years,1695,1683,1619
Nolan,Female,16-49 years,2849,2850,2829
Nolan,Male,<5 years,480,477,476
Nolan,Male,12-15 years,483,480,477
Nolan,Male,16+ years,5708,5710,5703
Nolan,Male,50-64 years,1294,1292,1281
Nolan,Male,65-79 years,999,1006,1016
Nolan,Male,80+ years,250,248,238
Nolan,Male,5+ years,6927,6930,6917
Nolan,Male,65+ years,1249,1254,1254
Nolan,Male,12+ years,6191,6190,6180
Nolan,Male,<16 years,1699,1697,1690
Nolan,Male,16-49 years,3165,3164,3168
Nueces,Female,<5 years,10907,10845,10592
Nueces,Female,12-15 years,9842,9828,9716
Nueces,Female,16+ years,140381,140477,140912
Nueces,Female,50-64 years,31706,31629,31408
Nueces,Female,65-79 years,21445,21626,22346
Nueces,Female,80+ years,7237,7229,7204
Nueces,Female,5+ years,166803,166851,167128
Nueces,Female,65+ years,28682,28855,29550
Nueces,Female,12+ years,150223,150305,150628
Nueces,Female,<16 years,37329,37219,36808
Nueces,Female,16-49 years,79993,79993,79954
Nueces,Male,<5 years,11564,11472,11157
Nueces,Male,12-15 years,10271,10243,10129
Nueces,Male,16+ years,136147,136217,136750
Nueces,Male,50-64 years,30519,30469,30203
Nueces,Male,65-79 years,19244,19374,19918
Nueces,Male,80+ years,4355,4367,4462
Nueces,Male,5+ years,163904,163922,164202
Nueces,Male,65+ years,23599,23741,24380
Nueces,Male,12+ years,146418,146460,146879
Nueces,Male,<16 years,39321,39177,38609
Nueces,Male,16-49 years,82029,82007,82167
Ochiltree,Female,<5 years,396,384,352
Ochiltree,Female,12-15 years,365,361,341
Ochiltree,Female,16+ years,3573,3567,3537
Ochiltree,Female,50-64 years,804,801,799
Ochiltree,Female,65-79 years,486,485,495
Ochiltree,Female,80+ years,127,128,133
Ochiltree,Female,5+ years,4588,4568,4501
Ochiltree,Female,65+ years,613,613,628
Ochiltree,Female,12+ years,3938,3928,3878
Ochiltree,Female,<16 years,1411,1385,1316
Ochiltree,Female,16-49 years,2156,2153,2110
Ochiltree,Male,<5 years,386,377,361
Ochiltree,Male,12-15 years,379,374,356
Ochiltree,Male,16+ years,3636,3623,3601
Ochiltree,Male,50-64 years,837,831,818
Ochiltree,Male,65-79 years,452,461,485
Ochiltree,Male,80+ years,97,99,103
Ochiltree,Male,5+ years,4645,4631,4568
Ochiltree,Male,65+ years,549,560,588
Ochiltree,Male,12+ years,4015,3997,3957
Ochiltree,Male,<16 years,1395,1385,1328
Ochiltree,Male,16-49 years,2250,2232,2195
Oldham,Female,<5 years,27,29,21
Oldham,Female,12-15 years,41,41,37
Oldham,Female,16+ years,701,705,706
Oldham,Female,50-64 years,189,192,187
Oldham,Female,65-79 years,106,107,114
Oldham,Female,80+ years,31,29,30
Oldham,Female,5+ years,803,806,790
Oldham,Female,65+ years,137,136,144
Oldham,Female,12+ years,742,746,743
Oldham,Female,<16 years,129,130,105
Oldham,Female,16-49 years,375,377,375
Oldham,Male,<5 years,32,36,30
Oldham,Male,12-15 years,80,80,77
Oldham,Male,16+ years,740,737,730
Oldham,Male,50-64 years,195,195,186
Oldham,Male,65-79 years,109,109,115
Oldham,Male,80+ years,25,25,26
Oldham,Male,5+ years,896,890,876
Oldham,Male,65+ years,134,134,141
Oldham,Male,12+ years,820,817,807
Oldham,Male,<16 years,188,189,176
Oldham,Male,16-49 years,411,408,403
Orange,Female,<5 years,2705,2698,2657
Orange,Female,12-15 years,2337,2334,2339
Orange,Female,16+ years,33433,33432,33440
Orange,Female,50-64 years,8242,8223,8113
Orange,Female,65-79 years,5488,5505,5553
Orange,Female,80+ years,1797,1803,1822
Orange,Female,5+ years,39887,39896,40012
Orange,Female,65+ years,7285,7308,7375
Orange,Female,12+ years,35770,35766,35779
Orange,Female,<16 years,9159,9162,9229
Orange,Female,16-49 years,17906,17901,17952
Orange,Male,<5 years,2845,2804,2713
Orange,Male,12-15 years,2517,2515,2509
Orange,Male,16+ years,32438,32361,32374
Orange,Male,50-64 years,8252,8241,8119
Orange,Male,65-79 years,4927,4919,5003
Orange,Male,80+ years,1180,1175,1182
Orange,Male,5+ years,39371,39304,39360
Orange,Male,65+ years,6107,6094,6185
Orange,Male,12+ years,34955,34876,34883
Orange,Male,<16 years,9778,9747,9699
Orange,Male,16-49 years,18079,18026,18070
Palo Pinto,Female,<5 years,856,843,815
Palo Pinto,Female,12-15 years,751,751,736
Palo Pinto,Female,16+ years,11532,11541,11719
Palo Pinto,Female,50-64 years,3005,2990,3060
Palo Pinto,Female,65-79 years,2275,2293,2347
Palo Pinto,Female,80+ years,675,672,694
Palo Pinto,Female,5+ years,13539,13557,13752
Palo Pinto,Female,65+ years,2950,2965,3041
Palo Pinto,Female,12+ years,12283,12292,12455
Palo Pinto,Female,<16 years,2863,2859,2848
Palo Pinto,Female,16-49 years,5577,5586,5618
Palo Pinto,Male,<5 years,885,880,868
Palo Pinto,Male,12-15 years,776,771,775
Palo Pinto,Male,16+ years,10947,10969,11028
Palo Pinto,Male,50-64 years,2814,2812,2829
Palo Pinto,Male,65-79 years,2167,2179,2224
Palo Pinto,Male,80+ years,515,516,521
Palo Pinto,Male,5+ years,13129,13147,13251
Palo Pinto,Male,65+ years,2682,2695,2745
Palo Pinto,Male,12+ years,11723,11740,11803
Palo Pinto,Male,<16 years,3067,3058,3091
Palo Pinto,Male,16-49 years,5451,5462,5454
Panola,Female,<5 years,601,611,623
Panola,Female,12-15 years,601,603,604
Panola,Female,16+ years,9044,9059,9151
Panola,Female,50-64 years,2231,2225,2230
Panola,Female,65-79 years,1809,1826,1872
Panola,Female,80+ years,544,542,536
Panola,Female,5+ years,10671,10684,10741
Panola,Female,65+ years,2353,2368,2408
Panola,Female,12+ years,9645,9662,9755
Panola,Female,<16 years,2228,2236,2213
Panola,Female,16-49 years,4460,4466,4513
Panola,Male,<5 years,666,665,693
Panola,Male,12-15 years,657,652,635
Panola,Male,16+ years,8859,8867,8953
Panola,Male,50-64 years,2127,2108,2106
Panola,Male,65-79 years,1703,1717,1780
Panola,Male,80+ years,404,401,404
Panola,Male,5+ years,10553,10553,10618
Panola,Male,65+ years,2107,2118,2184
Panola,Male,12+ years,9516,9519,9588
Panola,Male,<16 years,2360,2351,2358
Panola,Male,16-49 years,4625,4641,4663
Parker,Female,<5 years,4298,4319,4430
Parker,Female,12-15 years,4222,4243,4402
Parker,Female,16+ years,58240,58730,61799
Parker,Female,50-64 years,15109,15232,15890
Parker,Female,65-79 years,9653,9788,10354
