"Level_Name","Date","Cases_Daily","CI_Lower","CI_Upper"
"Andrews",2020-04-05,5,NA,NA
"Andrews",2020-04-06,0,NA,NA
"Andrews",2020-04-07,4,NA,NA
"Andrews",2020-04-08,0,NA,NA
"Andrews",2020-04-09,0,NA,NA
"Andrews",2020-04-10,1,NA,NA
"Andrews",2020-04-11,0,NA,NA
"Andrews",2020-04-12,0,NA,NA
"Andrews",2020-04-13,1,NA,NA
"Andrews",2020-04-14,1,NA,NA
"Andrews",2020-04-15,0,NA,NA
"Andrews",2020-04-16,6,NA,NA
"Andrews",2020-04-17,0,NA,NA
"Andrews",2020-04-18,0,NA,NA
"Andrews",2020-04-19,0,NA,NA
"Andrews",2020-04-20,0,NA,NA
"Andrews",2020-04-21,0,NA,NA
"Andrews",2020-04-22,0,NA,NA
"Andrews",2020-04-23,0,NA,NA
"Andrews",2020-04-24,0,NA,NA
"Andrews",2020-04-25,0,NA,NA
"Andrews",2020-04-26,0,NA,NA
"Andrews",2020-04-27,0,NA,NA
"Andrews",2020-04-28,0,NA,NA
"Andrews",2020-04-29,0,NA,NA
"Andrews",2020-04-30,0,NA,NA
"Andrews",2020-05-01,1,NA,NA
"Andrews",2020-05-02,0,NA,NA
"Andrews",2020-05-03,1,NA,NA
"Andrews",2020-05-04,0,NA,NA
"Andrews",2020-05-05,0,NA,NA
"Andrews",2020-05-06,0,NA,NA
"Andrews",2020-05-07,0,NA,NA
"Andrews",2020-05-08,0,NA,NA
"Andrews",2020-05-09,0,NA,NA
"Andrews",2020-05-10,0,NA,NA
"Andrews",2020-05-11,0,NA,NA
"Andrews",2020-05-12,1,NA,NA
"Andrews",2020-05-13,0,NA,NA
"Andrews",2020-05-14,0,NA,NA
"Andrews",2020-05-15,0,NA,NA
"Andrews",2020-05-16,0,NA,NA
"Andrews",2020-05-17,0,NA,NA
"Andrews",2020-05-18,0,NA,NA
"Andrews",2020-05-19,0,NA,NA
"Andrews",2020-05-20,0,NA,NA
"Andrews",2020-05-21,0,NA,NA
"Andrews",2020-05-22,1,NA,NA
"Andrews",2020-05-23,0,NA,NA
"Andrews",2020-05-24,1,NA,NA
"Andrews",2020-05-25,3,NA,NA
"Andrews",2020-05-26,0,NA,NA
"Andrews",2020-05-27,0,NA,NA
"Andrews",2020-05-28,0,NA,NA
"Andrews",2020-05-29,0,NA,NA
"Andrews",2020-05-30,0,NA,NA
"Andrews",2020-05-31,0,NA,NA
"Andrews",2020-06-01,0,NA,NA
"Andrews",2020-06-02,0,NA,NA
"Andrews",2020-06-03,0,NA,NA
"Andrews",2020-06-04,0,NA,NA
"Andrews",2020-06-05,0,NA,NA
"Andrews",2020-06-06,0,NA,NA
"Andrews",2020-06-07,0,NA,NA
"Andrews",2020-06-08,0,NA,NA
"Andrews",2020-06-09,0,NA,NA
"Andrews",2020-06-10,0,NA,NA
"Andrews",2020-06-11,0,NA,NA
"Andrews",2020-06-12,0,NA,NA
"Andrews",2020-06-13,1,NA,NA
"Andrews",2020-06-14,0,NA,NA
"Andrews",2020-06-15,0,NA,NA
"Andrews",2020-06-16,2,NA,NA
"Andrews",2020-06-17,0,NA,NA
"Andrews",2020-06-18,3,NA,NA
"Andrews",2020-06-19,2,NA,NA
"Andrews",2020-06-20,0.701023376397833,-1.12084797427661,2.52289472707228
"Andrews",2020-06-21,1.35111475747061,-0.473674453059794,3.17590396800102
"Andrews",2020-06-22,0.0209883022662016,-1.86833941023041,1.91031601476281
"Andrews",2020-06-23,0.589550181564504,-1.33198594921096,2.51108631233997
"Andrews",2020-06-24,0.128648877436769,-1.81376204076951,2.07105979564305
"Andrews",2020-06-25,0.502275776955287,-1.45373158066235,2.45828313457292
"Andrews",2020-06-26,0.199397354191848,-1.76549359218621,2.16428830056991
"Andrews",2020-06-27,0.444923945274785,-1.52578299180973,2.4156308823593
"Andrews",2020-06-28,0.24588927526169,-1.7286302761886,2.22040882671198
"Andrews",2020-06-29,0.407235546117705,-1.56978543776853,2.38425653000394
"Angelina",2020-03-04,0,NA,NA
"Angelina",2020-03-05,0,NA,NA
"Angelina",2020-03-06,0,NA,NA
"Angelina",2020-03-07,NA,NA,NA
"Angelina",2020-03-08,NA,NA,NA
"Angelina",2020-03-09,0,NA,NA
"Angelina",2020-03-10,0,NA,NA
"Angelina",2020-03-11,0,NA,NA
"Angelina",2020-03-12,0,NA,NA
"Angelina",2020-03-13,0,NA,NA
"Angelina",2020-03-14,NA,NA,NA
"Angelina",2020-03-15,0,NA,NA
"Angelina",2020-03-16,0,NA,NA
"Angelina",2020-03-17,0,NA,NA
"Angelina",2020-03-18,0,NA,NA
"Angelina",2020-03-19,0,NA,NA
"Angelina",2020-03-20,0,NA,NA
"Angelina",2020-03-21,0,NA,NA
"Angelina",2020-03-22,0,NA,NA
"Angelina",2020-03-23,0,NA,NA
"Angelina",2020-03-24,0,NA,NA
"Angelina",2020-03-25,0,NA,NA
"Angelina",2020-03-26,1,NA,NA
"Angelina",2020-03-27,0,NA,NA
"Angelina",2020-03-28,0,NA,NA
"Angelina",2020-03-29,2,NA,NA
"Angelina",2020-03-30,0,NA,NA
"Angelina",2020-03-31,1,NA,NA
"Angelina",2020-04-01,1,NA,NA
"Angelina",2020-04-02,0,NA,NA
"Angelina",2020-04-03,3,NA,NA
"Angelina",2020-04-04,2,NA,NA
"Angelina",2020-04-05,0,NA,NA
"Angelina",2020-04-06,4,NA,NA
"Angelina",2020-04-07,0,NA,NA
"Angelina",2020-04-08,0,NA,NA
"Angelina",2020-04-09,1,NA,NA
"Angelina",2020-04-10,1,NA,NA
"Angelina",2020-04-11,0,NA,NA
"Angelina",2020-04-12,0,NA,NA
"Angelina",2020-04-13,0,NA,NA
"Angelina",2020-04-14,1,NA,NA
"Angelina",2020-04-15,0,NA,NA
"Angelina",2020-04-16,3,NA,NA
"Angelina",2020-04-17,3,NA,NA
"Angelina",2020-04-18,0,NA,NA
"Angelina",2020-04-19,0,NA,NA
"Angelina",2020-04-20,0,NA,NA
"Angelina",2020-04-21,4,NA,NA
"Angelina",2020-04-22,3,NA,NA
"Angelina",2020-04-23,1,NA,NA
"Angelina",2020-04-24,2,NA,NA
"Angelina",2020-04-25,3,NA,NA
"Angelina",2020-04-26,0,NA,NA
"Angelina",2020-04-27,0,NA,NA
"Angelina",2020-04-28,10,NA,NA
"Angelina",2020-04-29,3,NA,NA
"Angelina",2020-04-30,4,NA,NA
"Angelina",2020-05-01,1,NA,NA
"Angelina",2020-05-02,1,NA,NA
"Angelina",2020-05-03,0,NA,NA
"Angelina",2020-05-04,0,NA,NA
"Angelina",2020-05-05,24,NA,NA
"Angelina",2020-05-06,7,NA,NA
"Angelina",2020-05-07,7,NA,NA
"Angelina",2020-05-08,7,NA,NA
"Angelina",2020-05-09,0,NA,NA
"Angelina",2020-05-10,0,NA,NA
"Angelina",2020-05-11,0,NA,NA
"Angelina",2020-05-12,17,NA,NA
"Angelina",2020-05-13,0,NA,NA
"Angelina",2020-05-14,2,NA,NA
"Angelina",2020-05-15,12,NA,NA
"Angelina",2020-05-16,8,NA,NA
"Angelina",2020-05-17,0,NA,NA
"Angelina",2020-05-18,0,NA,NA
"Angelina",2020-05-19,15,NA,NA
"Angelina",2020-05-20,0,NA,NA
"Angelina",2020-05-21,14,NA,NA
"Angelina",2020-05-22,4,NA,NA
"Angelina",2020-05-23,3,NA,NA
"Angelina",2020-05-24,0,NA,NA
"Angelina",2020-05-25,0,NA,NA
"Angelina",2020-05-26,0,NA,NA
"Angelina",2020-05-27,18,NA,NA
"Angelina",2020-05-28,8,NA,NA
"Angelina",2020-05-29,2,NA,NA
"Angelina",2020-05-30,2,NA,NA
"Angelina",2020-05-31,0,NA,NA
"Angelina",2020-06-01,0,NA,NA
"Angelina",2020-06-02,10,NA,NA
"Angelina",2020-06-03,17,NA,NA
"Angelina",2020-06-04,0,NA,NA
"Angelina",2020-06-05,0,NA,NA
"Angelina",2020-06-06,5,NA,NA
"Angelina",2020-06-07,0,NA,NA
"Angelina",2020-06-08,0,NA,NA
"Angelina",2020-06-09,0,NA,NA
"Angelina",2020-06-10,44,NA,NA
"Angelina",2020-06-11,0,NA,NA
"Angelina",2020-06-12,28,NA,NA
"Angelina",2020-06-13,0,NA,NA
"Angelina",2020-06-14,0,NA,NA
"Angelina",2020-06-15,0,NA,NA
"Angelina",2020-06-16,22,NA,NA
"Angelina",2020-06-17,21,NA,NA
"Angelina",2020-06-18,0,NA,NA
"Angelina",2020-06-19,14,NA,NA
"Angelina",2020-06-20,7.58993804021354,-5.8787297181077,21.0586057985348
"Angelina",2020-06-21,7.54311320007009,-5.95333663714747,21.0395630372876
"Angelina",2020-06-22,7.49688588634455,-6.02658658435041,21.0203583570395
"Angelina",2020-06-23,7.45124847407079,-6.09850950581125,21.0010064539528
"Angelina",2020-06-24,7.40619343558401,-6.16913450494297,20.981521376111
"Angelina",2020-06-25,7.36171333927906,-6.23848987384002,20.9619165523981
"Angelina",2020-06-26,7.31780084838466,-6.30660312309886,20.9422048198682
"Angelina",2020-06-27,7.27444871975322,-6.37350101019203,20.9223984496985
"Angelina",2020-06-28,7.23164980266615,-6.43920956648449,20.9025091718168
"Angelina",2020-06-29,7.18939703765432,-6.50375412297476,20.8825481982834
"Aransas",2020-03-04,0,NA,NA
"Aransas",2020-03-05,0,NA,NA
"Aransas",2020-03-06,0,NA,NA
"Aransas",2020-03-07,NA,NA,NA
"Aransas",2020-03-08,NA,NA,NA
"Aransas",2020-03-09,0,NA,NA
"Aransas",2020-03-10,0,NA,NA
"Aransas",2020-03-11,0,NA,NA
"Aransas",2020-03-12,0,NA,NA
"Aransas",2020-03-13,0,NA,NA
"Aransas",2020-03-14,NA,NA,NA
"Aransas",2020-03-15,0,NA,NA
"Aransas",2020-03-16,0,NA,NA
"Aransas",2020-03-17,0,NA,NA
"Aransas",2020-03-18,0,NA,NA
"Aransas",2020-03-19,0,NA,NA
"Aransas",2020-03-20,0,NA,NA
"Aransas",2020-03-21,0,NA,NA
"Aransas",2020-03-22,0,NA,NA
"Aransas",2020-03-23,0,NA,NA
"Aransas",2020-03-24,0,NA,NA
"Aransas",2020-03-25,0,NA,NA
"Aransas",2020-03-26,0,NA,NA
"Aransas",2020-03-27,0,NA,NA
"Aransas",2020-03-28,0,NA,NA
"Aransas",2020-03-29,0,NA,NA
"Aransas",2020-03-30,0,NA,NA
"Aransas",2020-03-31,0,NA,NA
"Aransas",2020-04-01,0,NA,NA
"Aransas",2020-04-02,0,NA,NA
"Aransas",2020-04-03,0,NA,NA
"Aransas",2020-04-04,0,NA,NA
"Aransas",2020-04-05,1,NA,NA
"Aransas",2020-04-06,0,NA,NA
"Aransas",2020-04-07,0,NA,NA
"Aransas",2020-04-08,1,NA,NA
"Aransas",2020-04-09,0,NA,NA
"Aransas",2020-04-10,0,NA,NA
"Aransas",2020-04-11,0,NA,NA
"Aransas",2020-04-12,0,NA,NA
"Aransas",2020-04-13,0,NA,NA
"Aransas",2020-04-14,0,NA,NA
"Aransas",2020-04-15,0,NA,NA
"Aransas",2020-04-16,0,NA,NA
"Aransas",2020-04-17,0,NA,NA
"Aransas",2020-04-18,0,NA,NA
"Aransas",2020-04-19,0,NA,NA
"Aransas",2020-04-20,0,NA,NA
"Aransas",2020-04-21,0,NA,NA
"Aransas",2020-04-22,0,NA,NA
"Aransas",2020-04-23,0,NA,NA
"Aransas",2020-04-24,0,NA,NA
"Aransas",2020-04-25,0,NA,NA
"Aransas",2020-04-26,0,NA,NA
"Aransas",2020-04-27,0,NA,NA
"Aransas",2020-04-28,0,NA,NA
"Aransas",2020-04-29,0,NA,NA
"Aransas",2020-04-30,0,NA,NA
"Aransas",2020-05-01,0,NA,NA
"Aransas",2020-05-02,0,NA,NA
"Aransas",2020-05-03,0,NA,NA
"Aransas",2020-05-04,0,NA,NA
"Aransas",2020-05-05,0,NA,NA
"Aransas",2020-05-06,0,NA,NA
"Aransas",2020-05-07,0,NA,NA
"Aransas",2020-05-08,0,NA,NA
"Aransas",2020-05-09,0,NA,NA
"Aransas",2020-05-10,0,NA,NA
"Aransas",2020-05-11,0,NA,NA
"Aransas",2020-05-12,0,NA,NA
"Aransas",2020-05-13,0,NA,NA
"Aransas",2020-05-14,1,NA,NA
"Aransas",2020-05-15,0,NA,NA
"Aransas",2020-05-16,0,NA,NA
"Aransas",2020-05-17,0,NA,NA
"Aransas",2020-05-18,0,NA,NA
"Aransas",2020-05-19,0,NA,NA
"Aransas",2020-05-20,1,NA,NA
"Aransas",2020-05-21,1,NA,NA
"Aransas",2020-05-22,0,NA,NA
"Aransas",2020-05-23,0,NA,NA
"Aransas",2020-05-24,0,NA,NA
"Aransas",2020-05-25,0,NA,NA
"Aransas",2020-05-26,0,NA,NA
"Aransas",2020-05-27,0,NA,NA
"Aransas",2020-05-28,0,NA,NA
"Aransas",2020-05-29,0,NA,NA
"Aransas",2020-05-30,0,NA,NA
"Aransas",2020-05-31,0,NA,NA
"Aransas",2020-06-01,0,NA,NA
"Aransas",2020-06-02,0,NA,NA
"Aransas",2020-06-03,0,NA,NA
"Aransas",2020-06-04,0,NA,NA
"Aransas",2020-06-05,0,NA,NA
"Aransas",2020-06-06,0,NA,NA
"Aransas",2020-06-07,0,NA,NA
"Aransas",2020-06-08,0,NA,NA
"Aransas",2020-06-09,0,NA,NA
"Aransas",2020-06-10,0,NA,NA
"Aransas",2020-06-11,0,NA,NA
"Aransas",2020-06-12,1,NA,NA
"Aransas",2020-06-13,0,NA,NA
"Aransas",2020-06-14,0,NA,NA
"Aransas",2020-06-15,0,NA,NA
"Aransas",2020-06-16,1,NA,NA
"Aransas",2020-06-17,0,NA,NA
"Aransas",2020-06-18,0,NA,NA
"Aransas",2020-06-19,0,NA,NA
"Aransas",2020-06-20,NA,NA,NA
"Aransas",2020-06-21,NA,NA,NA
"Aransas",2020-06-22,NA,NA,NA
"Aransas",2020-06-23,NA,NA,NA
"Aransas",2020-06-24,NA,NA,NA
"Aransas",2020-06-25,NA,NA,NA
"Aransas",2020-06-26,NA,NA,NA
"Aransas",2020-06-27,NA,NA,NA
"Aransas",2020-06-28,NA,NA,NA
"Aransas",2020-06-29,NA,NA,NA
"Archer",2020-03-04,0,NA,NA
"Archer",2020-03-05,0,NA,NA
"Archer",2020-03-06,0,NA,NA
"Archer",2020-03-07,NA,NA,NA
"Archer",2020-03-08,NA,NA,NA
"Archer",2020-03-09,0,NA,NA
"Archer",2020-03-10,0,NA,NA
"Archer",2020-03-11,0,NA,NA
"Archer",2020-03-12,0,NA,NA
"Archer",2020-03-13,0,NA,NA
"Archer",2020-03-14,NA,NA,NA
"Archer",2020-03-15,0,NA,NA
"Archer",2020-03-16,0,NA,NA
"Archer",2020-03-17,0,NA,NA
"Archer",2020-03-18,0,NA,NA
"Archer",2020-03-19,0,NA,NA
"Archer",2020-03-20,0,NA,NA
"Archer",2020-03-21,0,NA,NA
"Archer",2020-03-22,0,NA,NA
"Archer",2020-03-23,0,NA,NA
"Archer",2020-03-24,0,NA,NA
"Archer",2020-03-25,0,NA,NA
"Archer",2020-03-26,0,NA,NA
"Archer",2020-03-27,0,NA,NA
"Archer",2020-03-28,0,NA,NA
"Archer",2020-03-29,0,NA,NA
"Archer",2020-03-30,0,NA,NA
"Archer",2020-03-31,0,NA,NA
"Archer",2020-04-01,0,NA,NA
"Archer",2020-04-02,0,NA,NA
"Archer",2020-04-03,0,NA,NA
"Archer",2020-04-04,0,NA,NA
"Archer",2020-04-05,0,NA,NA
"Archer",2020-04-06,0,NA,NA
"Archer",2020-04-07,0,NA,NA
"Archer",2020-04-08,0,NA,NA
"Archer",2020-04-09,0,NA,NA
"Archer",2020-04-10,0,NA,NA
"Archer",2020-04-11,0,NA,NA
"Archer",2020-04-12,0,NA,NA
"Archer",2020-04-13,0,NA,NA
"Archer",2020-04-14,0,NA,NA
"Archer",2020-04-15,0,NA,NA
"Archer",2020-04-16,0,NA,NA
"Archer",2020-04-17,0,NA,NA
"Archer",2020-04-18,0,NA,NA
"Archer",2020-04-19,0,NA,NA
"Archer",2020-04-20,0,NA,NA
"Archer",2020-04-21,0,NA,NA
"Archer",2020-04-22,0,NA,NA
"Archer",2020-04-23,0,NA,NA
"Archer",2020-04-24,0,NA,NA
"Archer",2020-04-25,0,NA,NA
"Archer",2020-04-26,0,NA,NA
"Archer",2020-04-27,0,NA,NA
"Archer",2020-04-28,0,NA,NA
"Archer",2020-04-29,0,NA,NA
"Archer",2020-04-30,0,NA,NA
"Archer",2020-05-01,0,NA,NA
"Archer",2020-05-02,0,NA,NA
"Archer",2020-05-03,0,NA,NA
"Archer",2020-05-04,0,NA,NA
"Archer",2020-05-05,0,NA,NA
"Archer",2020-05-06,0,NA,NA
"Archer",2020-05-07,0,NA,NA
"Archer",2020-05-08,0,NA,NA
"Archer",2020-05-09,0,NA,NA
"Archer",2020-05-10,0,NA,NA
"Archer",2020-05-11,0,NA,NA
"Archer",2020-05-12,0,NA,NA
"Archer",2020-05-13,0,NA,NA
"Archer",2020-05-14,0,NA,NA
"Archer",2020-05-15,1,NA,NA
"Archer",2020-05-16,0,NA,NA
"Archer",2020-05-17,0,NA,NA
"Archer",2020-05-18,0,NA,NA
"Archer",2020-05-19,0,NA,NA
"Archer",2020-05-20,0,NA,NA
"Archer",2020-05-21,0,NA,NA
"Archer",2020-05-22,0,NA,NA
"Archer",2020-05-23,0,NA,NA
"Archer",2020-05-24,0,NA,NA
"Archer",2020-05-25,0,NA,NA
"Archer",2020-05-26,0,NA,NA
"Archer",2020-05-27,0,NA,NA
"Archer",2020-05-28,0,NA,NA
"Archer",2020-05-29,0,NA,NA
"Archer",2020-05-30,0,NA,NA
"Archer",2020-05-31,0,NA,NA
"Archer",2020-06-01,0,NA,NA
"Archer",2020-06-02,0,NA,NA
"Archer",2020-06-03,0,NA,NA
"Archer",2020-06-04,0,NA,NA
"Archer",2020-06-05,1,NA,NA
"Archer",2020-06-06,0,NA,NA
"Archer",2020-06-07,0,NA,NA
"Archer",2020-06-08,0,NA,NA
"Archer",2020-06-09,1,NA,NA
"Archer",2020-06-10,0,NA,NA
"Archer",2020-06-11,0,NA,NA
"Archer",2020-06-12,0,NA,NA
"Archer",2020-06-13,0,NA,NA
"Archer",2020-06-14,0,NA,NA
"Archer",2020-06-15,0,NA,NA
"Archer",2020-06-16,0,NA,NA
"Archer",2020-06-17,0,NA,NA
"Archer",2020-06-18,0,NA,NA
"Archer",2020-06-19,0,NA,NA
"Archer",2020-06-20,NA,NA,NA
"Archer",2020-06-21,NA,NA,NA
"Archer",2020-06-22,NA,NA,NA
"Archer",2020-06-23,NA,NA,NA
"Archer",2020-06-24,NA,NA,NA
"Archer",2020-06-25,NA,NA,NA
"Archer",2020-06-26,NA,NA,NA
"Archer",2020-06-27,NA,NA,NA
"Archer",2020-06-28,NA,NA,NA
"Archer",2020-06-29,NA,NA,NA
"Armstrong",2020-03-04,0,NA,NA
"Armstrong",2020-03-05,0,NA,NA
"Armstrong",2020-03-06,0,NA,NA
"Armstrong",2020-03-07,NA,NA,NA
"Armstrong",2020-03-08,NA,NA,NA
"Armstrong",2020-03-09,0,NA,NA
"Armstrong",2020-03-10,0,NA,NA
"Armstrong",2020-03-11,0,NA,NA
"Armstrong",2020-03-12,0,NA,NA
"Armstrong",2020-03-13,0,NA,NA
"Armstrong",2020-03-14,NA,NA,NA
"Armstrong",2020-03-15,0,NA,NA
"Armstrong",2020-03-16,0,NA,NA
"Armstrong",2020-03-17,0,NA,NA
"Armstrong",2020-03-18,0,NA,NA
"Armstrong",2020-03-19,0,NA,NA
"Armstrong",2020-03-20,0,NA,NA
"Armstrong",2020-03-21,0,NA,NA
"Armstrong",2020-03-22,0,NA,NA
"Armstrong",2020-03-23,0,NA,NA
"Armstrong",2020-03-24,0,NA,NA
"Armstrong",2020-03-25,0,NA,NA
"Armstrong",2020-03-26,0,NA,NA
"Armstrong",2020-03-27,0,NA,NA
"Armstrong",2020-03-28,0,NA,NA
"Armstrong",2020-03-29,0,NA,NA
"Armstrong",2020-03-30,0,NA,NA
"Armstrong",2020-03-31,0,NA,NA
"Armstrong",2020-04-01,0,NA,NA
"Armstrong",2020-04-02,0,NA,NA
"Armstrong",2020-04-03,0,NA,NA
"Armstrong",2020-04-04,0,NA,NA
"Armstrong",2020-04-05,0,NA,NA
"Armstrong",2020-04-06,0,NA,NA
"Armstrong",2020-04-07,0,NA,NA
"Armstrong",2020-04-08,0,NA,NA
"Armstrong",2020-04-09,0,NA,NA
"Armstrong",2020-04-10,0,NA,NA
"Armstrong",2020-04-11,0,NA,NA
"Armstrong",2020-04-12,0,NA,NA
"Armstrong",2020-04-13,0,NA,NA
"Armstrong",2020-04-14,1,NA,NA
"Armstrong",2020-04-15,0,NA,NA
"Armstrong",2020-04-16,0,NA,NA
"Armstrong",2020-04-17,0,NA,NA
"Armstrong",2020-04-18,0,NA,NA
"Armstrong",2020-04-19,0,NA,NA
"Armstrong",2020-04-20,0,NA,NA
"Armstrong",2020-04-21,0,NA,NA
"Armstrong",2020-04-22,0,NA,NA
"Armstrong",2020-04-23,0,NA,NA
"Armstrong",2020-04-24,0,NA,NA
"Armstrong",2020-04-25,1,NA,NA
"Armstrong",2020-04-26,0,NA,NA
