"County","Date","Cases_Daily","CI_Lower","CI_Upper","Order_AutoReg","Order_Moving_Avg","Order_Seasonal_Autoreg","Order_Seasonal_Moving_Avg","Period","Differencing","Differencing_Seasonal"
"Brewster",2020-06-04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-18,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-22,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brewster",2020-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-05-31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briscoe",2020-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-05-31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks",2020-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-05,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-05-31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-09,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown",2020-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-08,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-05-31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-03,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-04,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-06,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-09,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-17,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-22,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson",2020-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-04,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-08,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-09,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-28,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-29,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-05-31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-06-01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-06-02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-06-03,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-06-04,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-06-05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-06-06,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-06-07,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-06-08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-06-09,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-06-10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-06-11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-06-12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-06-13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-06-14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-06-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-06-16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnet",2020-06-17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
