"TSA","Date","Cases_Raw","Hospitalizations_Daily","CI_Lower","CI_Upper"
"A - Panhandle",2020-03-04,NA,NA,NA,NA
"A - Panhandle",2020-03-05,NA,NA,NA,NA
"A - Panhandle",2020-03-06,NA,NA,NA,NA
"A - Panhandle",2020-03-07,NA,NA,NA,NA
"A - Panhandle",2020-03-08,NA,NA,NA,NA
"A - Panhandle",2020-03-09,NA,NA,NA,NA
"A - Panhandle",2020-03-10,NA,NA,NA,NA
"A - Panhandle",2020-03-11,NA,NA,NA,NA
"A - Panhandle",2020-03-12,NA,NA,NA,NA
"A - Panhandle",2020-03-13,NA,NA,NA,NA
"A - Panhandle",2020-03-14,NA,NA,NA,NA
"A - Panhandle",2020-03-15,NA,NA,NA,NA
"A - Panhandle",2020-03-16,NA,NA,NA,NA
"A - Panhandle",2020-03-17,NA,NA,NA,NA
"A - Panhandle",2020-03-18,NA,NA,NA,NA
"A - Panhandle",2020-03-19,NA,NA,NA,NA
"A - Panhandle",2020-03-20,NA,NA,NA,NA
"A - Panhandle",2020-03-21,NA,NA,NA,NA
"A - Panhandle",2020-03-22,NA,NA,NA,NA
"A - Panhandle",2020-03-23,NA,NA,NA,NA
"A - Panhandle",2020-03-24,NA,NA,NA,NA
"A - Panhandle",2020-03-25,NA,NA,NA,NA
"A - Panhandle",2020-03-26,NA,NA,NA,NA
"A - Panhandle",2020-03-27,NA,NA,NA,NA
"A - Panhandle",2020-03-28,NA,NA,NA,NA
"A - Panhandle",2020-03-29,NA,NA,NA,NA
"A - Panhandle",2020-03-30,NA,NA,NA,NA
"A - Panhandle",2020-03-31,NA,NA,NA,NA
"A - Panhandle",2020-04-01,NA,NA,NA,NA
"A - Panhandle",2020-04-02,NA,NA,NA,NA
"A - Panhandle",2020-04-03,NA,NA,NA,NA
"A - Panhandle",2020-04-04,NA,NA,NA,NA
"A - Panhandle",2020-04-05,NA,NA,NA,NA
"A - Panhandle",2020-04-06,NA,NA,NA,NA
"A - Panhandle",2020-04-07,NA,NA,NA,NA
"A - Panhandle",2020-04-08,421,NA,NA,NA
"A - Panhandle",2020-04-09,104,NA,NA,NA
"A - Panhandle",2020-04-10,104,NA,NA,NA
"A - Panhandle",2020-04-11,104,NA,NA,NA
"A - Panhandle",2020-04-12,209,NA,NA,NA
"A - Panhandle",2020-04-13,111,NA,NA,NA
"A - Panhandle",2020-04-14,144,171,NA,NA
"A - Panhandle",2020-04-15,111,126.714285714286,NA,NA
"A - Panhandle",2020-04-16,191,139.142857142857,NA,NA
"A - Panhandle",2020-04-17,104,139.142857142857,NA,NA
"A - Panhandle",2020-04-18,104,139.142857142857,NA,NA
"A - Panhandle",2020-04-19,218,140.428571428571,NA,NA
"A - Panhandle",2020-04-20,218,155.714285714286,NA,NA
"A - Panhandle",2020-04-21,209,165,NA,NA
"A - Panhandle",2020-04-22,245,184.142857142857,NA,NA
"A - Panhandle",2020-04-23,316,202,NA,NA
"A - Panhandle",2020-04-24,338,235.428571428571,NA,NA
"A - Panhandle",2020-04-25,348,270.285714285714,NA,NA
"A - Panhandle",2020-04-26,389,294.714285714286,NA,NA
"A - Panhandle",2020-04-27,394,319.857142857143,NA,NA
"A - Panhandle",2020-04-28,398,346.857142857143,NA,NA
"A - Panhandle",2020-04-29,404,369.571428571429,NA,NA
"A - Panhandle",2020-04-30,6,325.285714285714,NA,NA
"A - Panhandle",2020-05-01,410,335.571428571429,NA,NA
"A - Panhandle",2020-05-02,403,343.428571428571,NA,NA
"A - Panhandle",2020-05-03,415,347.142857142857,NA,NA
"A - Panhandle",2020-05-04,18,293.428571428571,NA,NA
"A - Panhandle",2020-05-05,24,240,NA,NA
"A - Panhandle",2020-05-06,18,184.857142857143,NA,NA
"A - Panhandle",2020-05-07,8,185.142857142857,NA,NA
"A - Panhandle",2020-05-08,417,186.142857142857,NA,NA
"A - Panhandle",2020-05-09,410,187.142857142857,NA,NA
"A - Panhandle",2020-05-10,389,183.428571428571,NA,NA
"A - Panhandle",2020-05-11,394,237.142857142857,NA,NA
"A - Panhandle",2020-05-12,383,288.428571428571,NA,NA
"A - Panhandle",2020-05-13,386,341,NA,NA
"A - Panhandle",2020-05-14,369,392.571428571429,NA,NA
"A - Panhandle",2020-05-15,354,383.571428571429,NA,NA
"A - Panhandle",2020-05-16,364,377,NA,NA
"A - Panhandle",2020-05-17,376,375.142857142857,NA,NA
"A - Panhandle",2020-05-18,335,366.714285714286,NA,NA
"A - Panhandle",2020-05-19,284,352.571428571429,NA,NA
"A - Panhandle",2020-05-20,294,339.428571428571,NA,NA
"A - Panhandle",2020-05-21,294,328.714285714286,NA,NA
"A - Panhandle",2020-05-22,294,320.142857142857,NA,NA
"A - Panhandle",2020-05-23,325,314.571428571429,NA,NA
"A - Panhandle",2020-05-24,316,306,NA,NA
"A - Panhandle",2020-05-25,335,306,NA,NA
"A - Panhandle",2020-05-26,144,286,NA,NA
"A - Panhandle",2020-05-27,307,287.857142857143,NA,NA
"A - Panhandle",2020-05-28,204,275,NA,NA
"A - Panhandle",2020-05-29,254,269.285714285714,NA,NA
"A - Panhandle",2020-05-30,240,257.142857142857,NA,NA
"A - Panhandle",2020-05-31,245,247,NA,NA
"A - Panhandle",2020-06-01,200,227.714285714286,NA,NA
"A - Panhandle",2020-06-02,175,232.142857142857,NA,NA
"A - Panhandle",2020-06-03,180,214,NA,NA
"A - Panhandle",2020-06-04,175,209.857142857143,NA,NA
"A - Panhandle",2020-06-05,149,194.857142857143,NA,NA
"A - Panhandle",2020-06-06,166,184.285714285714,NA,NA
"A - Panhandle",2020-06-07,149,170.571428571429,NA,NA
"A - Panhandle",2020-06-08,139,161.857142857143,NA,NA
"A - Panhandle",2020-06-09,104,151.714285714286,NA,NA
"A - Panhandle",2020-06-10,111,141.857142857143,NA,NA
"A - Panhandle",2020-06-11,104,131.714285714286,NA,NA
"A - Panhandle",2020-06-12,94,123.857142857143,NA,NA
"A - Panhandle",2020-06-13,149,121.428571428571,NA,NA
"A - Panhandle",2020-06-14,139,120,NA,NA
"A - Panhandle",2020-06-15,144,120.714285714286,NA,NA
"A - Panhandle",2020-06-16,134,125,NA,NA
"A - Panhandle",2020-06-17,123,126.714285714286,NA,NA
"A - Panhandle",2020-06-18,134,131,NA,NA
"A - Panhandle",2020-06-19,139,137.428571428571,NA,NA
"A - Panhandle",2020-06-20,139,136,NA,NA
"A - Panhandle",2020-06-21,157,138.571428571429,NA,NA
"A - Panhandle",2020-06-22,149,139.285714285714,NA,NA
"A - Panhandle",2020-06-23,134,139.285714285714,NA,NA
"A - Panhandle",2020-06-24,129,140.142857142857,NA,NA
"A - Panhandle",2020-06-25,123,138.571428571429,NA,NA
"A - Panhandle",2020-06-26,134,137.857142857143,NA,NA
"A - Panhandle",2020-06-27,149,139.285714285714,NA,NA
"A - Panhandle",2020-06-28,149,138.142857142857,NA,NA
"A - Panhandle",2020-06-29,157,139.285714285714,NA,NA
"A - Panhandle",2020-06-30,139,140,NA,NA
"A - Panhandle",2020-07-01,139,141.428571428571,NA,NA
"A - Panhandle",2020-07-02,152,145.571428571429,NA,NA
"A - Panhandle",2020-07-03,175,151.428571428571,NA,NA
"A - Panhandle",2020-07-04,200,158.714285714286,NA,NA
"A - Panhandle",2020-07-05,200,166,NA,NA
"A - Panhandle",2020-07-06,217,174.571428571429,NA,NA
"A - Panhandle",2020-07-07,NA,NA,NA,NA
"A - Panhandle",2020-07-08,NA,NA,NA,NA
"A - Panhandle",2020-07-09,NA,NA,NA,NA
"A - Panhandle",2020-07-10,NA,187.453797978529,128.812899541264,246.094696415793
"A - Panhandle",2020-07-11,NA,188.33942939295,116.991999036587,259.686859749313
"A - Panhandle",2020-07-12,NA,189.112556518624,106.443615712055,271.781497325193
"A - Panhandle",2020-07-13,NA,189.452452101958,95.9670785366551,282.937825667261
"A - Panhandle",2020-07-14,NA,189.821218624238,86.5492518714598,293.093185377017
"A - Panhandle",2020-07-15,NA,189.936172053939,77.3203178224318,302.552026285447
"A - Panhandle",2020-07-16,NA,190.122210832484,68.9137438864893,311.330677778478
"A - Panhandle",2020-07-17,NA,190.147900672788,60.7043182064031,319.591483139173
"A - Panhandle",2020-07-18,NA,190.24870229037,53.1237678819126,327.373636698828
"A - Panhandle",2020-07-19,NA,190.241706470282,45.7215824097661,334.761830530797
"B - Greater Lubbock Area",2020-03-04,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-05,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-06,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-07,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-08,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-09,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-10,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-11,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-12,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-13,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-14,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-15,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-16,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-17,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-18,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-19,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-20,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-21,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-22,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-23,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-24,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-25,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-26,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-27,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-28,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-29,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-30,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-03-31,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-04-01,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-04-02,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-04-03,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-04-04,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-04-05,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-04-06,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-04-07,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-04-08,433,NA,NA,NA
"B - Greater Lubbock Area",2020-04-09,189,NA,NA,NA
"B - Greater Lubbock Area",2020-04-10,191,NA,NA,NA
"B - Greater Lubbock Area",2020-04-11,175,NA,NA,NA
"B - Greater Lubbock Area",2020-04-12,189,NA,NA,NA
"B - Greater Lubbock Area",2020-04-13,180,NA,NA,NA
"B - Greater Lubbock Area",2020-04-14,200,222.428571428571,NA,NA
"B - Greater Lubbock Area",2020-04-15,191,187.857142857143,NA,NA
"B - Greater Lubbock Area",2020-04-16,180,186.571428571429,NA,NA
"B - Greater Lubbock Area",2020-04-17,180,185,NA,NA
"B - Greater Lubbock Area",2020-04-18,245,195,NA,NA
"B - Greater Lubbock Area",2020-04-19,163,191.285714285714,NA,NA
"B - Greater Lubbock Area",2020-04-20,149,186.857142857143,NA,NA
"B - Greater Lubbock Area",2020-04-21,157,180.714285714286,NA,NA
"B - Greater Lubbock Area",2020-04-22,180,179.142857142857,NA,NA
"B - Greater Lubbock Area",2020-04-23,152,175.142857142857,NA,NA
"B - Greater Lubbock Area",2020-04-24,166,173.142857142857,NA,NA
"B - Greater Lubbock Area",2020-04-25,166,161.857142857143,NA,NA
"B - Greater Lubbock Area",2020-04-26,175,163.571428571429,NA,NA
"B - Greater Lubbock Area",2020-04-27,200,170.857142857143,NA,NA
"B - Greater Lubbock Area",2020-04-28,193,176,NA,NA
"B - Greater Lubbock Area",2020-04-29,198,178.571428571429,NA,NA
"B - Greater Lubbock Area",2020-04-30,166,180.571428571429,NA,NA
"B - Greater Lubbock Area",2020-05-01,171,181.285714285714,NA,NA
"B - Greater Lubbock Area",2020-05-02,185,184,NA,NA
"B - Greater Lubbock Area",2020-05-03,198,187.285714285714,NA,NA
"B - Greater Lubbock Area",2020-05-04,180,184.428571428571,NA,NA
"B - Greater Lubbock Area",2020-05-05,163,180.142857142857,NA,NA
"B - Greater Lubbock Area",2020-05-06,157,174.285714285714,NA,NA
"B - Greater Lubbock Area",2020-05-07,149,171.857142857143,NA,NA
"B - Greater Lubbock Area",2020-05-08,139,167.285714285714,NA,NA
"B - Greater Lubbock Area",2020-05-09,149,162.142857142857,NA,NA
"B - Greater Lubbock Area",2020-05-10,117,150.571428571429,NA,NA
"B - Greater Lubbock Area",2020-05-11,134,144,NA,NA
"B - Greater Lubbock Area",2020-05-12,129,139.142857142857,NA,NA
"B - Greater Lubbock Area",2020-05-13,123,134.285714285714,NA,NA
"B - Greater Lubbock Area",2020-05-14,117,129.714285714286,NA,NA
"B - Greater Lubbock Area",2020-05-15,123,127.428571428571,NA,NA
"B - Greater Lubbock Area",2020-05-16,129,124.571428571429,NA,NA
"B - Greater Lubbock Area",2020-05-17,149,129.142857142857,NA,NA
"B - Greater Lubbock Area",2020-05-18,123,127.571428571429,NA,NA
"B - Greater Lubbock Area",2020-05-19,85,121.285714285714,NA,NA
"B - Greater Lubbock Area",2020-05-20,72,114,NA,NA
"B - Greater Lubbock Area",2020-05-21,60,105.857142857143,NA,NA
"B - Greater Lubbock Area",2020-05-22,94,101.714285714286,NA,NA
"B - Greater Lubbock Area",2020-05-23,94,96.7142857142857,NA,NA
"B - Greater Lubbock Area",2020-05-24,85,87.5714285714286,NA,NA
"B - Greater Lubbock Area",2020-05-25,72,80.2857142857143,NA,NA
"B - Greater Lubbock Area",2020-05-26,123,85.7142857142857,NA,NA
"B - Greater Lubbock Area",2020-05-27,72,85.7142857142857,NA,NA
"B - Greater Lubbock Area",2020-05-28,42,83.1428571428571,NA,NA
"B - Greater Lubbock Area",2020-05-29,72,80,NA,NA
"B - Greater Lubbock Area",2020-05-30,94,80,NA,NA
"B - Greater Lubbock Area",2020-05-31,117,84.5714285714286,NA,NA
"B - Greater Lubbock Area",2020-06-01,94,87.7142857142857,NA,NA
"B - Greater Lubbock Area",2020-06-02,60,78.7142857142857,NA,NA
"B - Greater Lubbock Area",2020-06-03,21,71.4285714285714,NA,NA
"B - Greater Lubbock Area",2020-06-04,21,68.4285714285714,NA,NA
"B - Greater Lubbock Area",2020-06-05,3,58.5714285714286,NA,NA
"B - Greater Lubbock Area",2020-06-06,3,45.5714285714286,NA,NA
"B - Greater Lubbock Area",2020-06-07,85,41,NA,NA
"B - Greater Lubbock Area",2020-06-08,72,37.8571428571429,NA,NA
"B - Greater Lubbock Area",2020-06-09,104,44.1428571428571,NA,NA
"B - Greater Lubbock Area",2020-06-10,111,57,NA,NA
"B - Greater Lubbock Area",2020-06-11,94,67.4285714285714,NA,NA
"B - Greater Lubbock Area",2020-06-12,85,79.1428571428571,NA,NA
"B - Greater Lubbock Area",2020-06-13,72,89,NA,NA
"B - Greater Lubbock Area",2020-06-14,94,90.2857142857143,NA,NA
"B - Greater Lubbock Area",2020-06-15,123,97.5714285714286,NA,NA
"B - Greater Lubbock Area",2020-06-16,129,101.142857142857,NA,NA
"B - Greater Lubbock Area",2020-06-17,134,104.428571428571,NA,NA
"B - Greater Lubbock Area",2020-06-18,134,110.142857142857,NA,NA
"B - Greater Lubbock Area",2020-06-19,134,117.142857142857,NA,NA
"B - Greater Lubbock Area",2020-06-20,149,128.142857142857,NA,NA
"B - Greater Lubbock Area",2020-06-21,189,141.714285714286,NA,NA
"B - Greater Lubbock Area",2020-06-22,198,152.428571428571,NA,NA
"B - Greater Lubbock Area",2020-06-23,227,166.428571428571,NA,NA
"B - Greater Lubbock Area",2020-06-24,223,179.142857142857,NA,NA
"B - Greater Lubbock Area",2020-06-25,274,199.142857142857,NA,NA
"B - Greater Lubbock Area",2020-06-26,265,217.857142857143,NA,NA
"B - Greater Lubbock Area",2020-06-27,307,240.428571428571,NA,NA
"B - Greater Lubbock Area",2020-06-28,369,266.142857142857,NA,NA
"B - Greater Lubbock Area",2020-06-29,374,291.285714285714,NA,NA
"B - Greater Lubbock Area",2020-06-30,417,318.428571428571,NA,NA
"B - Greater Lubbock Area",2020-07-01,399,343.571428571429,NA,NA
"B - Greater Lubbock Area",2020-07-02,407,362.571428571429,NA,NA
"B - Greater Lubbock Area",2020-07-03,397,381.428571428571,NA,NA
"B - Greater Lubbock Area",2020-07-04,416,397,NA,NA
"B - Greater Lubbock Area",2020-07-05,18,346.857142857143,NA,NA
"B - Greater Lubbock Area",2020-07-06,33,298.142857142857,NA,NA
"B - Greater Lubbock Area",2020-07-07,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-07-08,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-07-09,NA,NA,NA,NA
"B - Greater Lubbock Area",2020-07-10,NA,103.285714285715,49.5047945760293,157.066633995401
"B - Greater Lubbock Area",2020-07-11,NA,54.5714285714295,0,127.391138097784
"B - Greater Lubbock Area",2020-07-12,NA,5.85714285714391,0,99.5245058246487
"B - Greater Lubbock Area",2020-07-13,NA,-42.8571428571416,0,73.3229221963135
"B - Greater Lubbock Area",2020-07-14,NA,-91.5714285714272,0,48.6720518787301
"B - Greater Lubbock Area",2020-07-15,NA,-140.285714285713,0,25.4782129897555
"B - Greater Lubbock Area",2020-07-16,NA,-188.999999999998,0,3.66284195069784
"B - Greater Lubbock Area",2020-07-17,NA,-237.714285714284,0,-16.8411708301385
"B - Greater Lubbock Area",2020-07-18,NA,-286.428571428569,0,-36.0920138949977
"B - Greater Lubbock Area",2020-07-19,NA,-335.142857142855,0,-54.1407682403405
"C - North Texas",2020-03-04,NA,NA,NA,NA
"C - North Texas",2020-03-05,NA,NA,NA,NA
"C - North Texas",2020-03-06,NA,NA,NA,NA
"C - North Texas",2020-03-07,NA,NA,NA,NA
"C - North Texas",2020-03-08,NA,NA,NA,NA
"C - North Texas",2020-03-09,NA,NA,NA,NA
"C - North Texas",2020-03-10,NA,NA,NA,NA
"C - North Texas",2020-03-11,NA,NA,NA,NA
"C - North Texas",2020-03-12,NA,NA,NA,NA
"C - North Texas",2020-03-13,NA,NA,NA,NA
"C - North Texas",2020-03-14,NA,NA,NA,NA
"C - North Texas",2020-03-15,NA,NA,NA,NA
"C - North Texas",2020-03-16,NA,NA,NA,NA
"C - North Texas",2020-03-17,NA,NA,NA,NA
"C - North Texas",2020-03-18,NA,NA,NA,NA
"C - North Texas",2020-03-19,NA,NA,NA,NA
"C - North Texas",2020-03-20,NA,NA,NA,NA
"C - North Texas",2020-03-21,NA,NA,NA,NA
"C - North Texas",2020-03-22,NA,NA,NA,NA
"C - North Texas",2020-03-23,NA,NA,NA,NA
"C - North Texas",2020-03-24,NA,NA,NA,NA
"C - North Texas",2020-03-25,NA,NA,NA,NA
"C - North Texas",2020-03-26,NA,NA,NA,NA
"C - North Texas",2020-03-27,NA,NA,NA,NA
"C - North Texas",2020-03-28,NA,NA,NA,NA
"C - North Texas",2020-03-29,NA,NA,NA,NA
"C - North Texas",2020-03-30,NA,NA,NA,NA
"C - North Texas",2020-03-31,NA,NA,NA,NA
"C - North Texas",2020-04-01,NA,NA,NA,NA
"C - North Texas",2020-04-02,NA,NA,NA,NA
"C - North Texas",2020-04-03,NA,NA,NA,NA
"C - North Texas",2020-04-04,NA,NA,NA,NA
"C - North Texas",2020-04-05,NA,NA,NA,NA
"C - North Texas",2020-04-06,NA,NA,NA,NA
"C - North Texas",2020-04-07,NA,NA,NA,NA
"C - North Texas",2020-04-08,441,NA,NA,NA
"C - North Texas",2020-04-09,267,NA,NA,NA
"C - North Texas",2020-04-10,267,NA,NA,NA
"C - North Texas",2020-04-11,318,NA,NA,NA
"C - North Texas",2020-04-12,208,NA,NA,NA
"C - North Texas",2020-04-13,267,NA,NA,NA
"C - North Texas",2020-04-14,1,252.714285714286,NA,NA
"C - North Texas",2020-04-15,1,189.857142857143,NA,NA
"C - North Texas",2020-04-16,1,151.857142857143,NA,NA
"C - North Texas",2020-04-17,122,131.142857142857,NA,NA
"C - North Texas",2020-04-18,208,115.428571428571,NA,NA
"C - North Texas",2020-04-19,2,86,NA,NA
"C - North Texas",2020-04-20,2,48.1428571428571,NA,NA
"C - North Texas",2020-04-21,2,48.2857142857143,NA,NA
"C - North Texas",2020-04-22,2,48.4285714285714,NA,NA
"C - North Texas",2020-04-23,2,48.5714285714286,NA,NA
"C - North Texas",2020-04-24,1,31.2857142857143,NA,NA
"C - North Texas",2020-04-25,1,1.71428571428571,NA,NA
"C - North Texas",2020-04-26,1,1.57142857142857,NA,NA
"C - North Texas",2020-04-27,1,1.42857142857143,NA,NA
"C - North Texas",2020-04-28,1,1.28571428571429,NA,NA
"C - North Texas",2020-04-29,1,1.14285714285714,NA,NA
"C - North Texas",2020-04-30,1,1,NA,NA
"C - North Texas",2020-05-01,1,1,NA,NA
"C - North Texas",2020-05-02,1,1,NA,NA
"C - North Texas",2020-05-03,1,1,NA,NA
"C - North Texas",2020-05-04,1,1,NA,NA
"C - North Texas",2020-05-05,1,1,NA,NA
"C - North Texas",2020-05-06,122,18.2857142857143,NA,NA
"C - North Texas",2020-05-07,122,35.5714285714286,NA,NA
"C - North Texas",2020-05-08,122,52.8571428571429,NA,NA
"C - North Texas",2020-05-09,1,52.8571428571429,NA,NA
"C - North Texas",2020-05-10,1,52.8571428571429,NA,NA
"C - North Texas",2020-05-11,2,53,NA,NA
"C - North Texas",2020-05-12,2,53.1428571428571,NA,NA
"C - North Texas",2020-05-13,2,36,NA,NA
"C - North Texas",2020-05-14,2,18.8571428571429,NA,NA
"C - North Texas",2020-05-15,2,1.71428571428571,NA,NA
"C - North Texas",2020-05-16,2,1.85714285714286,NA,NA
"C - North Texas",2020-05-17,2,2,NA,NA
"C - North Texas",2020-05-18,2,2,NA,NA
"C - North Texas",2020-05-19,2,2,NA,NA
"C - North Texas",2020-05-20,2,2,NA,NA
"C - North Texas",2020-05-21,2,2,NA,NA
"C - North Texas",2020-05-22,122,19.1428571428571,NA,NA
"C - North Texas",2020-05-23,1,19,NA,NA
"C - North Texas",2020-05-24,1,18.8571428571429,NA,NA
"C - North Texas",2020-05-25,1,18.7142857142857,NA,NA
"C - North Texas",2020-05-26,1,18.5714285714286,NA,NA
"C - North Texas",2020-05-27,1,18.4285714285714,NA,NA
"C - North Texas",2020-05-28,1,18.2857142857143,NA,NA
"C - North Texas",2020-05-29,1,1,NA,NA
"C - North Texas",2020-05-30,1,1,NA,NA
"C - North Texas",2020-05-31,1,1,NA,NA
"C - North Texas",2020-06-01,1,1,NA,NA
"C - North Texas",2020-06-02,1,1,NA,NA
"C - North Texas",2020-06-03,1,1,NA,NA
"C - North Texas",2020-06-04,1,1,NA,NA
"C - North Texas",2020-06-05,1,1,NA,NA
"C - North Texas",2020-06-06,1,1,NA,NA
"C - North Texas",2020-06-07,1,1,NA,NA
"C - North Texas",2020-06-08,1,1,NA,NA
"C - North Texas",2020-06-09,1,1,NA,NA
"C - North Texas",2020-06-10,1,1,NA,NA
"C - North Texas",2020-06-11,1,1,NA,NA
"C - North Texas",2020-06-12,1,1,NA,NA
"C - North Texas",2020-06-13,1,1,NA,NA
"C - North Texas",2020-06-14,1,1,NA,NA
"C - North Texas",2020-06-15,1,1,NA,NA
"C - North Texas",2020-06-16,1,1,NA,NA
"C - North Texas",2020-06-17,122,18.2857142857143,NA,NA
"C - North Texas",2020-06-18,122,35.5714285714286,NA,NA
"C - North Texas",2020-06-19,122,52.8571428571429,NA,NA
"C - North Texas",2020-06-20,170,77,NA,NA
"C - North Texas",2020-06-21,363,128.714285714286,NA,NA
"C - North Texas",2020-06-22,3,129,NA,NA
"C - North Texas",2020-06-23,385,183.857142857143,NA,NA
"C - North Texas",2020-06-24,385,221.428571428571,NA,NA
"C - North Texas",2020-06-25,402,261.428571428571,NA,NA
"C - North Texas",2020-06-26,42,250,NA,NA
"C - North Texas",2020-06-27,21,228.714285714286,NA,NA
"C - North Texas",2020-06-28,21,179.857142857143,NA,NA
"C - North Texas",2020-06-29,3,179.857142857143,NA,NA
"C - North Texas",2020-06-30,3,125.285714285714,NA,NA
"C - North Texas",2020-07-01,3,70.7142857142857,NA,NA
"C - North Texas",2020-07-02,117,30,NA,NA
"C - North Texas",2020-07-03,129,42.4285714285714,NA,NA
"C - North Texas",2020-07-04,134,58.5714285714286,NA,NA
"C - North Texas",2020-07-05,163,78.8571428571429,NA,NA
"C - North Texas",2020-07-06,184,104.714285714286,NA,NA
"C - North Texas",2020-07-07,NA,NA,NA,NA
"C - North Texas",2020-07-08,NA,NA,NA,NA
"C - North Texas",2020-07-09,NA,NA,NA,NA
"C - North Texas",2020-07-10,NA,165.165855105076,103.712776488252,226.6189337219
"C - North Texas",2020-07-11,NA,175.21248291174,98.7317231739131,251.693242649567
"C - North Texas",2020-07-12,NA,176.930213699626,86.6636617785054,267.196765620747
"C - North Texas",2020-07-13,NA,183.626958258399,79.8492154043467,287.404701112452
"C - North Texas",2020-07-14,NA,183.418410641962,67.2460925871657,299.590728696757
"C - North Texas",2020-07-15,NA,188.168355511141,59.9369564944833,316.399754527798
"C - North Texas",2020-07-16,NA,187.017725611062,47.6619266169505,326.373524605174
"C - North Texas",2020-07-17,NA,190.598782437212,40.4265766742866,340.770988200138
"C - North Texas",2020-07-18,NA,189.033232147461,28.8100026351087,349.256461659814
"C - North Texas",2020-07-19,NA,191.880610444851,21.8664351685771,361.894785721125
"D - Big Country",2020-03-04,NA,NA,NA,NA
"D - Big Country",2020-03-05,NA,NA,NA,NA
"D - Big Country",2020-03-06,NA,NA,NA,NA
"D - Big Country",2020-03-07,NA,NA,NA,NA
"D - Big Country",2020-03-08,NA,NA,NA,NA
"D - Big Country",2020-03-09,NA,NA,NA,NA
"D - Big Country",2020-03-10,NA,NA,NA,NA
"D - Big Country",2020-03-11,NA,NA,NA,NA
"D - Big Country",2020-03-12,NA,NA,NA,NA
"D - Big Country",2020-03-13,NA,NA,NA,NA
"D - Big Country",2020-03-14,NA,NA,NA,NA
"D - Big Country",2020-03-15,NA,NA,NA,NA
"D - Big Country",2020-03-16,NA,NA,NA,NA
"D - Big Country",2020-03-17,NA,NA,NA,NA
"D - Big Country",2020-03-18,NA,NA,NA,NA
"D - Big Country",2020-03-19,NA,NA,NA,NA
"D - Big Country",2020-03-20,NA,NA,NA,NA
"D - Big Country",2020-03-21,NA,NA,NA,NA
"D - Big Country",2020-03-22,NA,NA,NA,NA
"D - Big Country",2020-03-23,NA,NA,NA,NA
"D - Big Country",2020-03-24,NA,NA,NA,NA
"D - Big Country",2020-03-25,NA,NA,NA,NA
"D - Big Country",2020-03-26,NA,NA,NA,NA
"D - Big Country",2020-03-27,NA,NA,NA,NA
"D - Big Country",2020-03-28,NA,NA,NA,NA
"D - Big Country",2020-03-29,NA,NA,NA,NA
"D - Big Country",2020-03-30,NA,NA,NA,NA
"D - Big Country",2020-03-31,NA,NA,NA,NA
"D - Big Country",2020-04-01,NA,NA,NA,NA
"D - Big Country",2020-04-02,NA,NA,NA,NA
"D - Big Country",2020-04-03,NA,NA,NA,NA
"D - Big Country",2020-04-04,NA,NA,NA,NA
"D - Big Country",2020-04-05,NA,NA,NA,NA
"D - Big Country",2020-04-06,NA,NA,NA,NA
"D - Big Country",2020-04-07,NA,NA,NA,NA
"D - Big Country",2020-04-08,420,NA,NA,NA
"D - Big Country",2020-04-09,318,NA,NA,NA
